Filename, Package, Minor, Major, Total, Ownership, #Bugs
SystemIdResolver.java,org.apache.solr.util,0,1,1,1.00,0
TestStandardFactories.java,org.apache.lucene.analysis.standard,0,1,1,1.00,0
TokenRangeSinkTokenizerTest.java,org.apache.lucene.analysis.sinks,0,1,1,1.00,0
Test2BNumericDocValues.java,org.apache.lucene.index,0,6,6,0.22,0
EntityProcessor.java,org.apache.solr.handler.dataimport,0,0,0,0.00,0
TestHomonyms.java,org.apache.lucene.analysis.hunspell,0,1,1,1.00,0
SimpleQueryConverter.java,org.apache.solr.spelling,0,2,2,0.75,0
DirectDocValuesProducer.java,org.apache.lucene.codecs.memory,0,3,3,0.88,0
TestLuceneMatchVersion.java,org.apache.solr.analysis,0,3,3,0.38,0
CoreParser.java,org.apache.lucene.queryparser.xml,0,0,0,0.00,0
AssociationsFacetsExample.java,org.apache.lucene.demo.facet,0,4,4,0.38,0
TestCollapseQParserPlugin.java,org.apache.solr.search,0,4,4,0.62,0
DelimitedPayloadTokenFilter.java,org.apache.lucene.analysis.payloads,0,0,0,0.00,0
DebugComponentTest.java,org.apache.solr.handler.component,0,2,2,0.50,0
JaroWinklerDistance.java,org.apache.lucene.search.spell,0,0,0,0.00,0
SearchGroupShardResponseProcessor.java,org.apache.solr.search.grouping.distributed.responseprocessor,0,2,2,0.50,0
StartSolrJetty.java,org.apache.solr.client.solrj,0,1,1,1.00,0
DocValuesFieldUpdates.java,org.apache.lucene.index,0,2,2,0.75,0
TestPositionIncrement.java,org.apache.lucene.search,0,4,4,0.40,2
TestSpanFirstQuery.java,org.apache.lucene.search.spans,0,2,2,0.50,1
CellTokenStream.java,org.apache.lucene.spatial.prefix,0,4,4,0.43,0
ContentStreamDataSource.java,org.apache.solr.handler.dataimport,0,0,0,0.00,0
MapSerializable.java,org.apache.solr.core,0,1,1,1.00,0
Trie.java,org.egothor.stemmer,0,1,1,1.00,0
PrecedenceQueryParser.java,org.apache.lucene.queryparser.flexible.precedence,0,0,0,0.00,0
TestFinnishLightStemFilter.java,org.apache.lucene.analysis.fi,0,2,2,0.80,0
LockReleaseFailedException.java,org.apache.lucene.store,0,2,2,0.50,0
PrefixAndSuffixAwareTokenFilter.java,org.apache.lucene.analysis.miscellaneous,0,0,0,0.00,0
ConcurrentLFUCache.java,org.apache.solr.util,0,1,1,1.00,1
BaseMergePolicyTestCase.java,org.apache.lucene.index,0,5,5,0.20,0
UUIDField.java,org.apache.solr.schema,0,0,0,0.00,0
PackedLongValues.java,org.apache.lucene.util.packed,0,2,2,0.67,0
PrefixWildcardQueryNodeBuilder.java,org.apache.lucene.queryparser.flexible.standard.builders,0,0,0,0.00,0
LockFactory.java,org.apache.lucene.store,0,1,1,1.00,1
DataInput.java,org.apache.lucene.store,0,3,3,0.50,0
CharVector.java,org.apache.lucene.analysis.compound.hyphenation,0,0,0,0.00,0
ReopenReaderTask.java,org.apache.lucene.benchmark.byTask.tasks,0,0,0,0.00,0
TestFixedGapPostingsFormat.java,org.apache.lucene.codecs.blockterms,0,3,3,0.33,0
CountUsageValueSourceParser.java,org.apache.solr.core,0,2,2,0.50,0
TestBooleanQueryVisitSubscorers.java,org.apache.lucene.search,0,4,4,0.38,1
TestOrdsBlockTree.java,org.apache.lucene.codecs.blocktreeords,0,3,3,0.60,0
SpanNearPayloadCheckQuery.java,org.apache.lucene.search.spans,0,0,0,0.00,2
AbstractQueryMaker.java,org.apache.lucene.benchmark.byTask.feeds,0,0,0,0.00,0
TestDistributedGrouping.java,org.apache.solr,0,4,4,0.25,1
TestCaseInsensitive.java,org.apache.lucene.analysis.hunspell,0,1,1,1.00,0
UniqFieldsUpdateProcessorFactory.java,org.apache.solr.update.processor,0,1,1,1.00,0
SolrCores.java,org.apache.solr.core,0,4,4,0.25,1
RedirectServlet.java,org.apache.solr.servlet,0,1,1,1.00,0
TestDirectSpellChecker.java,org.apache.lucene.search.spell,0,2,2,0.50,0
ZooKeeperException.java,org.apache.solr.common.cloud,0,0,0,0.00,0
TestQPHelper.java,org.apache.lucene.queryparser.flexible.standard,0,4,4,0.36,1
FieldFlag.java,org.apache.solr.common.luke,0,0,0,0.00,0
TrieIntField.java,org.apache.solr.schema,0,1,1,1.00,0
TestICUTokenizerCJK.java,org.apache.lucene.analysis.icu.segmentation,0,1,1,1.00,0
DefaultBloomFilterFactory.java,org.apache.lucene.codecs.bloom,0,0,0,0.00,0
ICUCollationField.java,org.apache.solr.schema,0,3,3,0.57,0
DocumentsWriterStallControl.java,org.apache.lucene.index,0,2,2,0.67,1
SweetSpotSimilarity.java,org.apache.lucene.misc,0,0,0,0.00,0
ShardDoc.java,org.apache.solr.handler.component,0,3,3,0.33,0
InfoHandler.java,org.apache.solr.handler.admin,0,3,3,0.50,0
ExternalCollectionsTest.java,org.apache.solr.cloud,0,3,3,0.70,1
ChaosMonkey.java,org.apache.solr.cloud,0,4,4,0.56,0
DebugComponent.java,org.apache.solr.handler.component,0,6,6,0.29,0
FastCharStream.java,org.apache.lucene.queryparser.flexible.standard.parser,0,0,0,0.00,0
ICUNormalizer2CharFilter.java,org.apache.lucene.analysis.icu,0,1,1,1.00,0
AlternateDirectoryTest.java,org.apache.solr.core,0,2,2,0.67,0
NewRoundTask.java,org.apache.lucene.benchmark.byTask.tasks,0,0,0,0.00,0
CoreAdminRequestStatusTest.java,org.apache.solr.handler.admin,0,5,5,0.20,0
QueryElevationComponentTest.java,org.apache.solr.handler.component,0,6,6,0.25,0
TokenInfoDictionaryBuilder.java,org.apache.lucene.analysis.ja.util,0,3,3,0.50,0
FieldInfos.java,org.apache.lucene.index,0,2,2,0.73,0
UIMAAnnotationsTokenizer.java,org.apache.lucene.analysis.uima,0,3,3,0.50,0
UnknownDictionaryWriter.java,org.apache.lucene.analysis.ja.util,0,0,0,0.00,0
MapOfSets.java,org.apache.lucene.util,0,1,1,1.00,0
UAX29URLEmailTokenizerImpl.java,org.apache.lucene.analysis.standard,0,2,2,0.88,0
StressHdfsTest.java,org.apache.solr.cloud.hdfs,0,5,5,0.54,1
TestMoreLikeThis.java,org.apache.lucene.queries.mlt,0,4,4,0.40,0
LogWatcherConfig.java,org.apache.solr.logging,0,0,0,0.00,0
EnglishStemmer.java,org.tartarus.snowball.ext,0,0,0,0.00,0
TestComponentsName.java,org.apache.solr.search,0,0,0,0.00,0
OffsetLimitTokenFilterTest.java,org.apache.lucene.search.highlight,0,1,1,1.00,0
TotalTermFreqValueSource.java,org.apache.lucene.queries.function.valuesource,0,1,1,1.00,0
Lucene50CompoundFormat.java,org.apache.lucene.codecs.lucene50,0,2,2,0.89,0
UpdateRequestHandler.java,org.apache.solr.handler,0,3,3,0.71,0
DocValuesType.java,org.apache.lucene.index,0,2,2,0.67,0
ShardHandlerFactory.java,org.apache.solr.handler.component,0,1,1,1.00,0
CSVWriterTest.java,org.apache.solr.internal.csv.writer,0,0,0,0.00,0
PrimitiveFieldType.java,org.apache.solr.schema,0,0,0,0.00,0
LargeVolumeTestBase.java,org.apache.solr.client.solrj,0,3,3,0.50,1
WordDelimiterIterator.java,org.apache.lucene.analysis.miscellaneous,0,1,1,1.00,0
TestCodecs.java,org.apache.lucene.index,0,5,5,0.39,2
StripNonCharSolrContentHandlerFactory.java,org.apache.solr.morphlines.cell,0,0,0,0.00,0
TestFrenchMinimalStemFilterFactory.java,org.apache.lucene.analysis.fr,0,1,1,1.00,0
TestSimplePropertiesWriter.java,org.apache.solr.handler.dataimport,0,4,4,0.33,0
TestReproduceMessage.java,org.apache.lucene.util.junitcompat,0,0,0,0.00,0
TestSolrDeletionPolicy2.java,org.apache.solr.core,0,0,0,0.00,0
GenerateUTR30DataFiles.java,org.apache.lucene.analysis.icu,0,2,2,0.75,0
TestMutableValues.java,org.apache.lucene.util.mutable,0,2,2,0.50,0
QueryBuilderFactory.java,org.apache.lucene.queryparser.xml,0,1,1,1.00,0
Snapshot.java,org.apache.solr.util.stats,0,0,0,0.00,0
TikaEntityProcessor.java,org.apache.solr.handler.dataimport,0,2,2,0.50,1
MBeansHandlerTest.java,org.apache.solr.handler.admin,0,2,2,0.50,0
AppendedSolrParams.java,org.apache.solr.common.params,0,1,1,1.00,0
Replica.java,org.apache.solr.common.cloud,0,0,0,0.00,0
OrdsIntersectTermsEnumFrame.java,org.apache.lucene.codecs.blocktreeords,0,1,1,1.00,0
TestAssertingNormsFormat.java,org.apache.lucene.codecs.asserting,0,1,1,1.00,0
BiSegGraph.java,org.apache.lucene.analysis.cn.smart.hhmm,0,1,1,1.00,0
SortSpec.java,org.apache.solr.search,0,1,1,1.00,0
SpatialArgs.java,org.apache.lucene.spatial.query,0,2,2,0.50,0
DistributedQueryComponentOptimizationTest.java,org.apache.solr.handler.component,0,3,3,0.71,2
CSVStrategyTest.java,org.apache.solr.internal.csv,0,1,1,1.00,0
HdfsLockFactoryTest.java,org.apache.solr.store.hdfs,0,5,5,0.33,2
RangeQueryNode.java,org.apache.lucene.queryparser.flexible.core.nodes,0,0,0,0.00,0
CollectionTerminatedException.java,org.apache.lucene.search,0,1,1,1.00,0
FieldLengthUpdateProcessorFactory.java,org.apache.solr.update.processor,0,0,0,0.00,0
ShowFileRequestHandler.java,org.apache.solr.handler.admin,0,3,3,0.33,0
GroupingSearchTest.java,org.apache.lucene.search.grouping,0,4,4,0.40,0
TestSearchMode.java,org.apache.lucene.analysis.ja,0,2,2,0.67,0
SpanOrBuilder.java,org.apache.lucene.queryparser.xml.builders,0,1,1,1.00,0
HighFreqTerms.java,org.apache.lucene.misc,0,2,2,0.67,0
TestCSVLoader.java,org.apache.solr.handler,0,4,4,0.38,0
CreateIndexTaskTest.java,org.apache.lucene.benchmark.byTask.tasks,0,3,3,0.50,0
ValueSourceScorer.java,org.apache.lucene.queries.function,0,0,0,0.00,0
SolrStopwordsCarrot2LexicalDataFactory.java,org.apache.solr.handler.clustering.carrot2,0,1,1,1.00,0
JettySolrRunner.java,org.apache.solr.client.solrj.embedded,0,5,5,0.40,1
TestMorphAlias.java,org.apache.lucene.analysis.hunspell,0,1,1,1.00,0
TestQueryParser.java,org.apache.lucene.queryparser.classic,0,2,2,0.75,1
StandardBooleanQueryNodeBuilder.java,org.apache.lucene.queryparser.flexible.standard.builders,0,0,0,0.00,0
TermVectorComponentDistributedTest.java,org.apache.solr.handler.component,0,3,3,0.50,0
WordDelimiterFilter.java,org.apache.lucene.analysis.miscellaneous,0,3,3,0.60,0
ConstDoubleSource.java,org.apache.solr.analytics.util.valuesource,0,2,2,0.50,0
CollapsingQParserPlugin.java,org.apache.solr.search,3,4,7,0.48,0
QueryParserMessages.java,org.apache.lucene.queryparser.flexible.core.messages,0,0,0,0.00,0
TestRussianAnalyzer.java,org.apache.lucene.analysis.ru,0,2,2,0.67,0
DistanceQuery.java,org.apache.lucene.queryparser.surround.query,0,0,0,0.00,0
ReaderSlice.java,org.apache.lucene.index,0,0,0,0.00,0
TruncateFieldUpdateProcessorFactory.java,org.apache.solr.update.processor,0,0,0,0.00,0
FieldValueFilter.java,org.apache.lucene.search,0,3,3,0.50,0
AttributeFactory.java,org.apache.lucene.util,0,1,1,1.00,0
SynonymTokenizerTest.java,org.apache.solr.schema,0,0,0,0.00,0
PropertiesOutputStream.java,org.apache.solr.util,0,0,0,0.00,0
ThrowErrorOnInitRequestHandler.java,org.apache.solr.handler,0,1,1,1.00,0
IndexInput.java,org.apache.lucene.store,0,1,1,1.00,1
RemoveDuplicatesTokenFilter.java,org.apache.lucene.analysis.miscellaneous,0,2,2,0.67,0
LineFileDocs.java,org.apache.lucene.util,0,4,4,0.43,1
TestLucene50DocValuesFormat.java,org.apache.lucene.codecs.lucene50,0,2,2,0.75,0
CompressingStoredFieldsWriter.java,org.apache.lucene.codecs.compressing,1,3,4,0.67,0
NumericFacets.java,org.apache.solr.request,0,3,3,0.60,0
TestBufferedIndexInput.java,org.apache.lucene.store,0,6,6,0.38,0
CloudSolrClient.java,org.apache.solr.client.solrj.impl,0,4,4,0.40,2
KerberosTestUtil.java,org.apache.solr.cloud,0,1,1,1.00,0
BufferingRequestProcessor.java,org.apache.solr.update.processor,0,1,1,1.00,0
TurkishLowerCaseFilter.java,org.apache.lucene.analysis.tr,0,0,0,0.00,0
BufferedIndexInput.java,org.apache.lucene.store,0,2,2,0.75,0
LongField.java,org.apache.lucene.document,0,3,3,0.60,0
TestReRankQParserPlugin.java,org.apache.solr.search,0,1,1,1.00,0
DocValuesFormat.java,org.apache.lucene.codecs,0,1,1,1.00,1
TestStemmerOverrideFilter.java,org.apache.lucene.analysis.miscellaneous,0,4,4,0.57,0
UpdateRequestProcessorChain.java,org.apache.solr.update.processor,0,0,0,0.00,0
TestIntsRef.java,org.apache.lucene.util,0,0,0,0.00,0
FlushByRamOrCountsPolicy.java,org.apache.lucene.index,0,2,2,0.67,0
AssertingDirectoryReader.java,org.apache.lucene.index,0,1,1,1.00,1
BrazilianAnalyzer.java,org.apache.lucene.analysis.br,0,3,3,0.60,0
TermsHash.java,org.apache.lucene.index,0,2,2,0.67,0
KStemData1.java,org.apache.lucene.analysis.en,0,0,0,0.00,0
TestExceedMaxTermLength.java,org.apache.lucene.index,0,3,3,0.67,0
TestPatternReplaceCharFilterFactory.java,org.apache.lucene.analysis.pattern,0,1,1,1.00,0
AnyQueryNodeBuilder.java,org.apache.lucene.queryparser.flexible.standard.builders,0,0,0,0.00,0
UpdateDocTask.java,org.apache.lucene.benchmark.byTask.tasks,0,0,0,0.00,0
HardAutoCommitTest.java,org.apache.solr.update,0,0,0,0.00,0
CollectionsAPISolrJTests.java,org.apache.solr.cloud,0,3,3,0.50,0
GalicianMinimalStemFilter.java,org.apache.lucene.analysis.gl,0,0,0,0.00,0
CloudSolrClientTest.java,org.apache.solr.client.solrj.impl,0,3,3,0.40,0
Test2BPagedBytes.java,org.apache.lucene.util,0,3,3,0.50,0
TestICUTransformFilterFactory.java,org.apache.lucene.analysis.icu,0,1,1,1.00,0
FilteredTermsEnum.java,org.apache.lucene.index,0,1,1,1.00,0
SortedNumericSortField.java,org.apache.lucene.search,0,2,2,0.50,0
EscapeQuerySyntaxImpl.java,org.apache.lucene.queryparser.flexible.standard.parser,0,0,0,0.00,0
StreamUtils.java,org.apache.lucene.benchmark.byTask.utils,0,2,2,0.67,0
ConcurrentMergeScheduler.java,org.apache.lucene.index,0,3,3,0.79,1
SortingMergePolicy.java,org.apache.lucene.index,0,2,2,0.75,1
IndexSchemaRuntimeFieldTest.java,org.apache.solr.schema,0,0,0,0.00,0
IndexDeletionPolicyWrapper.java,org.apache.solr.core,0,2,2,0.67,0
IBSimilarity.java,org.apache.lucene.search.similarities,0,0,0,0.00,1
SpanPayloadCheckQuery.java,org.apache.lucene.search.spans,0,0,0,0.00,2
ThrowingMockTokenFilterFactory.java,org.apache.solr.analysis,0,1,1,1.00,0
TikaLanguageIdentifierUpdateProcessorFactoryTest.java,org.apache.solr.update.processor,0,1,1,1.00,0
TestDemo.java,org.apache.lucene.demo,0,3,3,0.67,0
LFUCache.java,org.apache.solr.search,0,3,3,0.50,0
LukeRequestHandlerTest.java,org.apache.solr.handler.admin,0,1,1,1.00,1
TestMergePolicyConfig.java,org.apache.solr.core,0,2,2,0.67,1
MyCrazyCustomField.java,org.apache.solr.schema,0,1,1,1.00,0
AbstractTestCompressionMode.java,org.apache.lucene.codecs.compressing,0,1,1,1.00,0
SpanishLightStemmer.java,org.apache.lucene.analysis.es,0,0,0,0.00,0
DocTransformer.java,org.apache.solr.response.transform,0,0,0,0.00,0
TestFilteredQuery.java,org.apache.lucene.search,0,5,5,0.38,4
TestSolrQueryParserResource.java,org.apache.solr.rest.schema,0,0,0,0.00,0
RequestHandlers.java,org.apache.solr.core,0,4,4,0.79,1
QueryComponent.java,org.apache.solr.handler.component,4,5,9,0.36,2
DanishStemmer.java,org.tartarus.snowball.ext,0,0,0,0.00,0
CodecFactory.java,org.apache.solr.core,0,0,0,0.00,0
TestQueryTypes.java,org.apache.solr.search,0,1,1,1.00,0
TestPorterStemFilter.java,org.apache.lucene.analysis.en,0,2,2,0.80,0
NGramTokenFilter.java,org.apache.lucene.analysis.ngram,0,3,3,0.60,0
DistributedQueueTest.java,org.apache.solr.cloud,0,1,1,1.00,0
TestApostropheFilter.java,org.apache.lucene.analysis.tr,0,1,1,1.00,0
TaxonomyWriterCache.java,org.apache.lucene.facet.taxonomy.writercache,0,1,1,1.00,0
SimpleFacets.java,org.apache.solr.request,0,9,9,0.25,1
DefaultValueUpdateProcessorTest.java,org.apache.solr.update.processor,0,0,0,0.00,0
LockObtainFailedException.java,org.apache.lucene.store,0,1,1,1.00,1
BaseTermVectorsFormatTestCase.java,org.apache.lucene.index,0,7,7,0.14,2
PolyFieldTest.java,org.apache.solr.schema,0,0,0,0.00,0
BinaryDocValuesFieldUpdates.java,org.apache.lucene.index,0,3,3,0.67,0
ConstStringSource.java,org.apache.solr.analytics.util.valuesource,0,1,1,1.00,0
GETable.java,org.apache.solr.rest,0,0,0,0.00,0
RequestWriter.java,org.apache.solr.client.solrj.request,0,3,3,0.33,0
MultiCollector.java,org.apache.lucene.search,0,2,2,0.67,1
DateValueFieldType.java,org.apache.solr.schema,0,0,0,0.00,0
ScoreDoc.java,org.apache.lucene.search,0,0,0,0.00,0
MappingCharFilterFactory.java,org.apache.lucene.analysis.charfilter,0,1,1,1.00,0
RandomSimilarityProvider.java,org.apache.lucene.search,0,1,1,1.00,0
JapanesePartOfSpeechStopFilterFactory.java,org.apache.lucene.analysis.ja,0,2,2,0.75,0
ParseDoubleFieldUpdateProcessorFactory.java,org.apache.solr.update.processor,0,1,1,1.00,0
SpanNearBuilder.java,org.apache.lucene.queryparser.xml.builders,0,1,1,1.00,0
TestOfflineSorter.java,org.apache.lucene.util,0,3,3,0.50,0
ExpressionRescorer.java,org.apache.lucene.expressions,0,2,2,0.50,1
AssertingIndexSearcher.java,org.apache.lucene.search,0,4,4,0.40,0
TestSloppyPhraseQuery.java,org.apache.lucene.search,0,4,4,0.33,2
Cl2oTaxonomyWriterCache.java,org.apache.lucene.facet.taxonomy.writercache,0,1,1,1.00,0
DefaultIndexingChain.java,org.apache.lucene.index,1,2,3,0.50,1
DictionaryCompoundWordTokenFilter.java,org.apache.lucene.analysis.compound,0,1,1,1.00,0
PhoneticFilter.java,org.apache.lucene.analysis.phonetic,0,0,0,0.00,0
UniqueFieldAttributeImpl.java,org.apache.lucene.queryparser.flexible.spans,0,0,0,0.00,0
ICUTokenizerFactory.java,org.apache.lucene.analysis.icu.segmentation,0,2,2,0.50,0
QueryParserTokenManager.java,org.apache.lucene.queryparser.classic,0,0,0,0.00,0
RequestHandlerBase.java,org.apache.solr.handler,0,3,3,0.62,0
MutableValueLong.java,org.apache.lucene.util.mutable,0,1,1,1.00,0
BaseDistributedSearchTestCase.java,org.apache.solr,0,7,7,0.42,3
TestConfigSets.java,org.apache.solr.core,0,6,6,0.42,0
ClientUtils.java,org.apache.solr.client.solrj.util,0,2,2,0.50,0
OpaqueQueryNode.java,org.apache.lucene.queryparser.flexible.core.nodes,0,0,0,0.00,0
TestPorterStemFilterFactory.java,org.apache.lucene.analysis.en,0,1,1,1.00,0
TestLRUFilterCache.java,org.apache.lucene.search,0,1,1,1.00,1
HighFrequencyDictionary.java,org.apache.lucene.search.spell,0,3,3,0.33,0
LongRangeFacetCounts.java,org.apache.lucene.facet.range,0,3,3,0.50,0
OrdsSegmentTermsEnum.java,org.apache.lucene.codecs.blocktreeords,0,3,3,0.50,2
TestRetryUtil.java,org.apache.solr.common.util,0,1,1,1.00,0
ExpressionTest.java,org.apache.solr.analytics.expression,0,1,1,1.00,1
TokenStreamToTermAutomatonQuery.java,org.apache.lucene.search,0,1,1,1.00,0
ExactSharedStatsCache.java,org.apache.solr.search.stats,0,1,1,1.00,0
KStemData7.java,org.apache.lucene.analysis.en,0,0,0,0.00,0
BufferStore.java,org.apache.solr.store.blockcache,0,2,2,0.75,0
LoadAdminUiServlet.java,org.apache.solr.servlet,0,2,2,0.67,0
TestCSVResponseWriter.java,org.apache.solr.response,0,1,1,1.00,0
IndonesianStemFilterFactory.java,org.apache.lucene.analysis.id,0,0,0,0.00,0
ExpandParams.java,org.apache.solr.common.params,0,1,1,1.00,0
SingleDocsEnum.java,org.apache.lucene.codecs.idversion,0,1,1,1.00,0
TestToken.java,org.apache.lucene.analysis,0,3,3,0.40,0
IDVersionSegmentTermsEnumFrame.java,org.apache.lucene.codecs.idversion,0,2,2,0.67,0
FileDictionary.java,org.apache.lucene.search.suggest,0,4,4,0.25,1
RAMDirectoryFactory.java,org.apache.solr.core,0,1,1,1.00,0
ModifiableSolrParamsTest.java,org.apache.solr.common.params,0,0,0,0.00,0
SearchComponent.java,org.apache.solr.handler.component,0,1,1,1.00,0
HdfsFileFieldNames.java,org.apache.solr.hadoop,0,0,0,0.00,0
Spans.java,org.apache.lucene.search.spans,0,1,1,1.00,2
FrenchMinimalStemFilterFactory.java,org.apache.lucene.analysis.fr,0,0,0,0.00,0
CharArrayMap.java,org.apache.lucene.analysis.util,0,2,2,0.75,0
IntTaxonomyFacets.java,org.apache.lucene.facet.taxonomy,0,1,1,1.00,0
UpdateShardHandler.java,org.apache.solr.update,0,3,3,0.71,0
SoreType.java,org.apache.lucene.util.junitcompat,0,0,0,0.00,0
EventAppender.java,org.apache.solr.logging.log4j,0,0,0,0.00,0
NormValueSource.java,org.apache.lucene.queries.function.valuesource,0,2,2,0.50,1
MultiMapSolrParams.java,org.apache.solr.common.params,0,0,0,0.00,0
LruTaxonomyWriterCache.java,org.apache.lucene.facet.taxonomy.writercache,0,1,1,1.00,0
AbsoluteValueDoubleFunction.java,org.apache.solr.analytics.util.valuesource,0,1,1,1.00,0
UUIDFieldTest.java,org.apache.solr.schema,0,0,0,0.00,0
BooleanClause.java,org.apache.lucene.search,0,0,0,0.00,1
PluginInfo.java,org.apache.solr.core,0,3,3,0.75,0
BitSetSlice.java,org.apache.solr.search.join,0,2,2,0.50,0
SpanNearQuery.java,org.apache.lucene.search.spans,0,3,3,0.50,1
TestRegexQuery.java,org.apache.lucene.sandbox.queries.regex,0,3,3,0.33,0
ThrottledIndexOutput.java,org.apache.lucene.util,0,2,2,0.60,0
TestOmitTf.java,org.apache.lucene.index,0,4,4,0.38,2
SuggesterFSTTest.java,org.apache.solr.spelling.suggest,0,0,0,0.00,0
ExpressionValueSource.java,org.apache.lucene.expressions,0,2,2,0.50,0
DynamicFieldResource.java,org.apache.solr.rest.schema,0,3,3,0.33,0
CircularList.java,org.apache.solr.logging,0,1,1,1.00,0
TestLucene50StoredFieldsFormatHighCompression.java,org.apache.lucene.codecs.lucene50,0,1,1,1.00,0
TestLucene50CompoundFormat.java,org.apache.lucene.codecs.lucene50,0,1,1,1.00,0
DataInputInputStream.java,org.apache.solr.common.util,0,0,0,0.00,0
ParseException.java,org.apache.lucene.queryparser.surround.parser,0,1,1,1.00,0
Outputs.java,org.apache.lucene.util.fst,0,3,3,0.50,0
TestSnowballVocab.java,org.apache.lucene.analysis.snowball,0,1,1,1.00,0
WFSTCompletionLookup.java,org.apache.lucene.search.suggest.fst,0,5,5,0.45,0
CloneFieldUpdateProcessorFactory.java,org.apache.solr.update.processor,0,2,2,0.50,0
CoresLocator.java,org.apache.solr.core,0,0,0,0.00,0
IndexWriter.java,org.apache.lucene.index,6,3,9,0.44,10
RangeFacetAccumulator.java,org.apache.solr.analytics.accumulator.facet,0,2,2,0.50,0
TestGreekLowerCaseFilterFactory.java,org.apache.lucene.analysis.el,0,1,1,1.00,0
IndonesianAnalyzer.java,org.apache.lucene.analysis.id,0,2,2,0.75,0
QueryParserConstants.java,org.apache.solr.parser,0,0,0,0.00,0
HdfsTransactionLog.java,org.apache.solr.update,0,2,2,0.83,1
TaxonomyMergeUtils.java,org.apache.lucene.facet.taxonomy,0,3,3,0.50,0
TestDocIdSet.java,org.apache.lucene.search,0,4,4,0.40,1
BBoxOverlapRatioValueSource.java,org.apache.lucene.spatial.bbox,0,2,2,0.50,1
LocalStatsCache.java,org.apache.solr.search.stats,0,1,1,1.00,0
TestHyphenatedWordsFilter.java,org.apache.lucene.analysis.miscellaneous,0,1,1,1.00,0
TestReplicationHandlerBackup.java,org.apache.solr.handler,0,5,5,0.33,1
TestPatternCaptureGroupTokenFilter.java,org.apache.lucene.analysis.pattern,0,1,1,1.00,0
TestDocumentsWriterStallControl.java,org.apache.lucene.index,0,1,1,1.00,1
JSONWriterTest.java,org.apache.solr.request,0,1,1,1.00,0
AnalyzingInfixLookupFactory.java,org.apache.solr.spelling.suggest.fst,0,5,5,0.38,1
TrimFilterFactory.java,org.apache.lucene.analysis.miscellaneous,0,2,2,0.67,0
AssignTest.java,org.apache.solr.cloud,0,2,2,0.75,0
OverseerAction.java,org.apache.solr.cloud.overseer,0,1,1,1.00,0
SolrInputDocument.java,org.apache.solr.common,0,3,3,0.50,0
FileDataSource.java,org.apache.solr.handler.dataimport,0,1,1,1.00,0
TestDistributedMissingSort.java,org.apache.solr,0,3,3,0.33,0
VMParamsSingleSetCredentialsDigestZkCredentialsProvider.java,org.apache.solr.common.cloud,0,1,1,1.00,0
TestLuceneDictionary.java,org.apache.lucene.search.spell,0,4,4,0.25,0
CloudSolrClientMultiConstructorTest.java,org.apache.solr.client.solrj.impl,0,1,1,1.00,0
QueryParserConstants.java,org.apache.lucene.queryparser.surround.parser,0,0,0,0.00,0
QueryRescorer.java,org.apache.lucene.search,0,3,3,0.50,2
TestBooleanCoord.java,org.apache.lucene.search,0,3,3,0.40,1
GeoHashField.java,org.apache.solr.schema,0,2,2,0.67,0
TestReproduceMessageWithRepeated.java,org.apache.lucene.util.junitcompat,0,0,0,0.00,0
DocumentAnalysisResponseTest.java,org.apache.solr.client.solrj.response,0,1,1,1.00,0
TestShardHandlerFactory.java,org.apache.solr.core,0,1,1,1.00,0
QueryParserUtil.java,org.apache.lucene.queryparser.flexible.standard,0,0,0,0.00,0
ZkWriteCommand.java,org.apache.solr.cloud.overseer,0,1,1,1.00,0
SpanOrQuery.java,org.apache.lucene.search.spans,0,2,2,0.67,1
AdminHandlers.java,org.apache.solr.handler.admin,0,2,2,0.67,0
ExitableDirectoryReader.java,org.apache.lucene.index,0,2,2,0.50,1
TermCollectingRewrite.java,org.apache.lucene.search,0,2,2,0.50,0
PriorityQueue.java,org.apache.lucene.util,0,2,2,0.75,0
FloatFieldSource.java,org.apache.lucene.queries.function.valuesource,0,2,2,0.50,0
SoftAutoCommitTest.java,org.apache.solr.update,0,1,1,1.00,0
SynonymFilterFactory.java,org.apache.lucene.analysis.synonym,0,4,4,0.56,0
BulkOperationPacked4.java,org.apache.lucene.util.packed,0,0,0,0.00,0
TestPrefixInBooleanQuery.java,org.apache.lucene.search,0,2,2,0.50,0
TestStressReorder.java,org.apache.solr.search,0,1,1,1.00,0
Zipper.java,org.apache.solr.handler.dataimport,0,1,1,1.00,0
NamedList.java,org.apache.solr.common.util,0,3,3,0.40,0
ReplicationHandler.java,org.apache.solr.handler,0,8,8,0.31,0
LeaderElectionIntegrationTest.java,org.apache.solr.cloud,0,4,4,0.43,0
TestBlockJoinValidation.java,org.apache.lucene.search.join,0,3,3,0.40,0
DELETEable.java,org.apache.solr.rest,0,1,1,1.00,0
TestBeiderMorseFilterFactory.java,org.apache.lucene.analysis.phonetic,0,2,2,0.67,0
StandardSyntaxParser.java,org.apache.lucene.queryparser.flexible.standard.parser,0,1,1,1.00,1
FuzzyLikeThisQuery.java,org.apache.lucene.sandbox.queries,0,1,1,1.00,1
StatsComponent.java,org.apache.solr.handler.component,0,5,5,0.40,0
ReusedBufferedIndexOutput.java,org.apache.solr.store.blockcache,0,4,4,0.33,0
