ID|BRANCH|PROJECT|queue_r1|queue_r2|queue_r3|queue_r4|queue_r5|queue_r6|queue_r7|queue_r8
I948b149239f01cca2d4156611bb883580a216a83|master|openstack/nova|15|67|\N|\N|\N|\N|\N|\N
I9499be0c5985f9e8a3e55d1c9add01ad5cd11789|master|openstack/cinder|20|26|\N|\N|\N|\N|\N|\N
I949a51873ee5af654b577952d423dd29a6ced8e7|master|openstack/neutron|2|25|\N|\N|\N|\N|\N|\N
I94a059cee396e183bffd4a064709bb83504bf983|master|openstack/neutron|13|16|\N|\N|\N|\N|\N|\N
I94a1d84ec99d83d4f35f5badc88d836a7568daa9|master|openstack/nova|42|22|\N|\N|\N|\N|\N|\N
I94a889ee07286ab3c6cdab9ab15e5aee6fbd133a|master|openstack/neutron|13|10|\N|\N|\N|\N|\N|\N
I94ad71f80aac4aeecf6b76533e8fa66c38f20e60|master|openstack/nova|11|54|\N|\N|\N|\N|\N|\N
I94b1305882598cc259a267dc8e954ab242baf7d1|master|openstack/nova|3|23|\N|\N|\N|\N|\N|\N
I94c0034a7bed2fe5b6f183ae8ef8d82cba512344|master|openstack/keystone|4|5|\N|\N|\N|\N|\N|\N
I94c1c0d26215c061f71c3f95e1a6bf3a58fa19ea|master|openstack/nova|14|29|\N|\N|\N|\N|\N|\N
I94c1c0d26215c061f71c3f95e1a6bf3a58fa19ea|stable/liberty|openstack/nova|34|10|\N|\N|\N|\N|\N|\N
I94c419b26ba93c67c9064fc110c8986c1ff68897|master|openstack/neutron|28|25|3|\N|\N|\N|\N|\N
I94c902b0ecaed63f89836b2c63304361293a7a0b|master|openstack/nova|73|88|\N|\N|\N|\N|\N|\N
I94cd2f9262e0f330cf006b40bb3c0071086e5d71|master|openstack/neutron|3|51|\N|\N|\N|\N|\N|\N
I94cd2f9262e0f330cf006b40bb3c0071086e5d71|stable/mitaka|openstack/neutron|20|22|\N|\N|\N|\N|\N|\N
I94cd50ad29e10eb320d1d78f3081db6519815ff9|master|openstack/nova|25|21|\N|\N|\N|\N|\N|\N
I94d5b1eeb34d6681683996a5d01033f12eb7c5b8|master|openstack/nova|9|16|\N|\N|\N|\N|\N|\N
I94e1bc6bd83ad6b05695c7ebdf7cbfd8f6d9f9af|master|openstack/swift|12|6|\N|\N|\N|\N|\N|\N
I94e8ce2c2a3d1c9e8b4aa1b245076eba84f37f45|master|openstack/nova|83|10|\N|\N|\N|\N|\N|\N
I94f1a59e52b109984904fd9e56e3c1a3f1c270fe|master|openstack/neutron|23|28|\N|\N|\N|\N|\N|\N
I94f932afb5b754d9bcfa7bbbd1c450bdef7f28ef|master|openstack/glance|1|5|\N|\N|\N|\N|\N|\N
I94fb78f60d2dfd1baa09d80d30514747e144554d|master|openstack/keystone|21|12|\N|\N|\N|\N|\N|\N
I95070d8218859d4fff1d572c1792cdf6019dd7ea|master|openstack/neutron|2|0|\N|\N|\N|\N|\N|\N
I950777c5d0292b4a54d14913611038a18ef41d57|master|openstack/nova|38|98|\N|\N|\N|\N|\N|\N
I950f1afb1b4600dfc1f38d1a7d9322f240f444a6|master|openstack/cinder|4|8|\N|\N|\N|\N|\N|\N
I950f72ad7d7d41cfa006f8c7105934301cd56faa|master|openstack/neutron|6|15|\N|\N|\N|\N|\N|\N
I951611f1f40bec45fb9ab71a4c0158b8a52562ea|master|openstack/nova|33|13|\N|\N|\N|\N|\N|\N
I951f945e58698907a464e19d340222e41c0f31d1|master|openstack/cinder|13|6|\N|\N|\N|\N|\N|\N
I952abd261a3cf8ac964463dd50377905f08830c8|master|openstack/neutron|52|\N|\N|\N|\N|\N|\N|\N
I952cac73a9713bde4ad757371ca8b4ded93f207e|master|openstack/keystone|10|5|\N|\N|\N|\N|\N|\N
I952dc9e525a85371ff4c59fa4efb43a5c791aae2|master|openstack/cinder|10|\N|\N|\N|\N|\N|\N|\N
I952f6f7f8684743aa7f829bd92b1dc41b2c6aecf|stable/kilo|openstack/neutron|23|57|\N|\N|\N|\N|\N|\N
I952f6f7f8684743aa7f829bd92b1dc41b2c6aecf|stable/liberty|openstack/neutron|26|17|\N|\N|\N|\N|\N|\N
I952f6f7f8684743aa7f829bd92b1dc41b2c6aecf|master|openstack/neutron|2|9|\N|\N|\N|\N|\N|\N
I9533666db73390f28656ffcb1e84fadd51321e91|master|openstack/nova|25|36|\N|\N|\N|\N|\N|\N
I95399d7efd03d66cee847068db78d2993d7a88b0|master|openstack/nova|36|30|\N|\N|\N|\N|\N|\N
I953dfa1c28c25886306e1c9afe281cf2faca4db5|master|openstack/nova|41|44|\N|\N|\N|\N|\N|\N
I953dfa1c28c25886306e1c9afe281cf2faca4db5|stable/liberty|openstack/nova|37|6|\N|\N|\N|\N|\N|\N
I9543fe7f5a125768244fa62e92222b7ef0e07b76|master|openstack/keystone|4|18|\N|\N|\N|\N|\N|\N
I9544e9681bcdd83ca5d2bf6b8722db0a71665b8b|master|openstack/nova|15|90|\N|\N|\N|\N|\N|\N
I9549e6b491b26232f4dac900b0bf05f10eb0e30a|stable/liberty|openstack/glance|5|5|\N|\N|\N|\N|\N|\N
I95540f35f80ad8eba4bc3f6fa37095842e42c037|master|openstack/neutron|11|16|\N|\N|\N|\N|\N|\N
I95553a0a05f1d130fb6a7c1e77442ac0c46cb8f6|master|openstack/nova|64|\N|\N|\N|\N|\N|\N|\N
I955c1e9989a9c65b0ffdbbdca9113c795ec72fe6|master|openstack/neutron|14|5|\N|\N|\N|\N|\N|\N
I9570523e717db3d436649c0ec396ad1b8152a1c4|master|openstack/nova|10|1|\N|\N|\N|\N|\N|\N
I9570abe703b438a3fc358f747e25d023934d1ffd|master|openstack/neutron|23|5|\N|\N|\N|\N|\N|\N
I9573aa52aae9f49945d8806ca5e52ada29fb087a|master|openstack/nova|8|133|\N|\N|\N|\N|\N|\N
I95790ba0605bcbf9b87199b99116aee4fca4d604|master|openstack/neutron|22|7|\N|\N|\N|\N|\N|\N
I957ade2356ae9cb5bbb7e2322b4dcb37706665cf|master|openstack/neutron|37|3|\N|\N|\N|\N|\N|\N
I957ade2356ae9cb5bbb7e2322b4dcb37706665cf|stable/liberty|openstack/neutron|21|58|\N|\N|\N|\N|\N|\N
I957c2abf7c713a59dd5327a8fe4f06066d857abd|master|openstack/keystone|10|2|\N|\N|\N|\N|\N|\N
I95804935e49ae8f67ba42370ac136039626aaa1d|master|openstack/nova|71|\N|\N|\N|\N|\N|\N|\N
I95806eb5823820092d91ec53d9e65c8d7f56f5f5|master|openstack/neutron|4|9|9|13|\N|\N|\N|\N
I9591f0b9227e30d4df2fada82fe236e474fc07b4|master|openstack/nova|6|15|\N|\N|\N|\N|\N|\N
I95945f0bf23c9ef963a4b8634ac4ed6236d97ac7|master|openstack/nova|44|16|\N|\N|\N|\N|\N|\N
I9595f69f3d9cdf43002ccb0ed2d52f4b021b5448|master|openstack/cinder|0|17|2|\N|\N|\N|\N|\N
I959edab036c32a3a2cfdbe4d7567daf29dc75797|stable/juno|openstack/neutron|17|18|\N|\N|\N|\N|\N|\N
I95a19b2413740ac0c7e21636dd7f2f0dbbd00d69|master|openstack/keystone|3|8|\N|\N|\N|\N|\N|\N
I95adccffd80763cf9ab171b29e6812b821373b6e|master|openstack/neutron|22|4|0|\N|\N|\N|\N|\N
I95c3a390b0b75c0514a3d63699367081440bf414|master|openstack/cinder|40|28|\N|\N|\N|\N|\N|\N
I95cd71dfc35e266f6f3cc5715ab8a0deb10058e7|master|openstack/neutron|3|6|\N|\N|\N|\N|\N|\N
I95d9a64965d0ca9bf8a870f05c73fa11cf189f8f|master|openstack/neutron|5|14|\N|\N|\N|\N|\N|\N
I95de8c93bf6a6ff318d6e726488ebae371ee55bf|master|openstack/cinder|12|17|\N|\N|\N|\N|\N|\N
I95dfbec3036270c07c7edbda35574fee5f029ddb|master|openstack/nova|22|9|\N|\N|\N|\N|\N|\N
I95e3c46b03ba2ae0872f5def47f26d4e8ea13094|master|openstack/neutron|3|19|30|\N|\N|\N|\N|\N
I95e53e3aaf14b7d3c0ddeec8b5808a4b619e3ffc|master|openstack/nova|36|92|\N|\N|\N|\N|\N|\N
I95e543415b881603bb997ae0e159017c03e58a53|master|openstack/nova|11|21|\N|\N|\N|\N|\N|\N
I95e543415b881603bb997ae0e159017c03e58a53|stable/liberty|openstack/nova|1|\N|\N|\N|\N|\N|\N|\N
I95e803b96e6e3e5b8c12298dc6327b974330c639|master|openstack/neutron|10|22|\N|\N|\N|\N|\N|\N
I95ee3d7dfdb5f010347a9d8db1b2bf610c0289d1|master|openstack/neutron|7|17|21|\N|\N|\N|\N|\N
I95f52ed2dc37d6d261a9a8ebcb59aa53c3c32f65|master|openstack/nova|12|42|\N|\N|\N|\N|\N|\N
I95f79b8d6c8f5d7b3e44665306b500b8d2ce3c7c|stable/kilo|openstack/cinder|17|8|\N|\N|\N|\N|\N|\N
I95f79b8d6c8f5d7b3e44665306b500b8d2ce3c7c|master|openstack/cinder|4|40|\N|\N|\N|\N|\N|\N
I96010e44928a665bea546865b2c81bde4ed0adf2|master|openstack/neutron|8|22|\N|\N|\N|\N|\N|\N
I9607c2f062b5ae19480a92be313fd4e21aa43ca5|master|openstack/nova|13|69|\N|\N|\N|\N|\N|\N
I960e7d696fd9ad704ca1872b4ac821f9078838c7|master|openstack/swift|7|6|0|\N|\N|\N|\N|\N
I961d002cccd3e01a26cb5174e0804db7fc1f836d|master|openstack/nova|31|11|\N|\N|\N|\N|\N|\N
I961d341ce61eaceb062e9c0318d1c7b32e4d5263|master|openstack/cinder|27|57|\N|\N|\N|\N|\N|\N
I962b67e2933122f019fd2f4860e63bed0954b484|master|openstack/nova|30|128|\N|\N|\N|\N|\N|\N
I962ea3ed262d21deff65cdc8476939aab6ba07e2|master|openstack/cinder|9|13|\N|\N|\N|\N|\N|\N
I9631f33eafe2cfb64388d8e19c6ed8d1e948a6fa|master|openstack/cinder|9|50|\N|\N|\N|\N|\N|\N
I963caebb304d2211755164a082fc600a9570dd1e|master|openstack/cinder|1|4|\N|\N|\N|\N|\N|\N
I96456e19051addac1421d037126aafb8a10adc7f|master|openstack/nova|8|13|\N|\N|\N|\N|\N|\N
I964d49b9979b710bca445c2d209099dcea64d3da|master|openstack/cinder|43|18|\N|\N|\N|\N|\N|\N
I965035a6db54a5db54942eb4b584aaf8d6a68c43|master|openstack/neutron|30|11|\N|\N|\N|\N|\N|\N
I9658d31a55e5024f5f6d5ccf00939edd668ea451|master|openstack/cinder|7|10|\N|\N|\N|\N|\N|\N
I965b701ea900aaa83b7f11387962bfe64be21092|master|openstack/keystone|3|4|\N|\N|\N|\N|\N|\N
I96695dc623b4ea37d3ef1384eb9ac9c1384d3da3|master|openstack/neutron|11|29|\N|\N|\N|\N|\N|\N
I967339c4579d42c5ca9cea7f1ef3ba2233a6ff9d|master|openstack/neutron|6|8|8|\N|\N|\N|\N|\N
I96849888087f4b09433cb683a9eb4719d1c35c4c|master|openstack/nova|17|19|\N|\N|\N|\N|\N|\N
I9688d3388d4543ce9c38f35a1ac90aabe79f2954|master|openstack/nova|2|78|\N|\N|\N|\N|\N|\N
I968ad7a1f422811eaf437af435361dac7915b594|master|openstack/cinder|4|\N|\N|\N|\N|\N|\N|\N
I968f95919ae094ab41e822005eb8d125e631ffa7|master|openstack/nova|20|86|\N|\N|\N|\N|\N|\N
I9690bc4f6f1dca8f2bf8c5a83f16af6200015506|stable/liberty|openstack/nova|0|\N|\N|\N|\N|\N|\N|\N
I96933c4523bdd90fbc2647f4860533f8d53802e4|stable/juno|openstack/neutron|10|15|\N|\N|\N|\N|\N|\N
I9698b33210e7d2f89f8a717d0ad2ada3edb4c391|master|openstack/cinder|14|9|26|\N|\N|\N|\N|\N
I969a4d60aa156ccfff09a58c3a448b5a9619e71f|master|openstack/cinder|14|10|\N|\N|\N|\N|\N|\N
I969a4d60aa156ccfff09a58c3a448b5a9619e71f|stable/kilo|openstack/cinder|13|\N|\N|\N|\N|\N|\N|\N
I969d73e2f222278ea8a2bb4c21474c13ab213d81|master|openstack/nova|1|13|\N|\N|\N|\N|\N|\N
I969d780ea06190ba5362106ee2b8efa1ee43927c|master|openstack/cinder|16|34|\N|\N|\N|\N|\N|\N
I96a02fefd21eeb7f5d7be7fa11f690ae3e7163bc|master|openstack/nova|43|65|\N|\N|\N|\N|\N|\N
I96a11375f8e27a4204af9b6b5c4dc5b4d2fd309d|master|openstack/nova|50|135|\N|\N|\N|\N|\N|\N
I96ac9c59c10cd61d48aee609150271c72572be7f|master|openstack/glance|6|\N|\N|\N|\N|\N|\N|\N
I96b2a1f10e3a5013f1151b6c38ddc75282b69c6f|master|openstack/keystone|39|9|\N|\N|\N|\N|\N|\N
I96b6c859a9d450707f997e43e37f770e2a9dea7a|master|openstack/nova|3|39|\N|\N|\N|\N|\N|\N
I96c025691f9b63a19f8213a6d7713d4e192c9784|master|openstack/cinder|16|51|\N|\N|\N|\N|\N|\N
I96cb67396b8e0ebbe7f98353fad1607405944e44|master|openstack/neutron|26|12|\N|\N|\N|\N|\N|\N
I96ce922d94826cc985af4f4b4acff3be24b35aad|master|openstack/keystone|3|29|7|\N|\N|\N|\N|\N
I96d9b0581ceaeccf9c35e0c9bada369e9d19fd15|master|openstack/nova|94|37|\N|\N|\N|\N|\N|\N
I96e01c00991a9d8602ebc89dbad5206b805c67eb|master|openstack/neutron|22|9|\N|\N|\N|\N|\N|\N
I96e22ebaae6a7381c9cad49edbc6895f85becceb|master|openstack/glance|11|22|\N|\N|\N|\N|\N|\N
I96f14a31876efeca5881d97771e3263525522e36|master|openstack/neutron|27|9|\N|\N|\N|\N|\N|\N
I96f17df81fa5d265395a938b19213d2638682106|master|openstack/swift|5|6|\N|\N|\N|\N|\N|\N
I96f651081a5f0f5747e0bb1fb49028422fd4a4f9|master|openstack/cinder|8|18|\N|\N|\N|\N|\N|\N
I96fa9dabfb9b7a5f1703baf80534d8b104dab4e6|master|openstack/nova|28|34|\N|\N|\N|\N|\N|\N
I970b69a41a5ae057b0d9f8c43ff2932be75f6f56|master|openstack/keystone|5|\N|\N|\N|\N|\N|\N|\N
I9710b05f2d664188078da76c24f7585aac9e9638|master|openstack/cinder|36|7|\N|\N|\N|\N|\N|\N
I97147f8e0f749ee76f17569191e45eb520f7c88f|master|openstack/nova|32|33|\N|\N|\N|\N|\N|\N
I9719e9ddb3393f24976d1b5e4464e759daaa704e|master|openstack/nova|1|53|\N|\N|\N|\N|\N|\N
I972621c22afefa9bd5f32caf67fd1bf3b6822a3d|master|openstack/keystone|2|43|\N|\N|\N|\N|\N|\N
I972984f61ee2d97db64aece0e5116ed5ca1da4cf|master|openstack/cinder|18|18|\N|\N|\N|\N|\N|\N
I972b80251cebe353f9d89ff4e05db8d029ef5e73|master|openstack/cinder|20|18|\N|\N|\N|\N|\N|\N
I972c224dfb954a9f06e221c9235ee6e4889c2619|master|openstack/nova|16|18|\N|\N|\N|\N|\N|\N
I972e1d79e570d57baac613e56570b49e1b1da28d|master|openstack/nova|6|22|13|\N|\N|\N|\N|\N
I9744abde10b95fadef6e74c55332d041e5372071|stable/kilo|openstack/neutron|19|4|\N|\N|\N|\N|\N|\N
I97562840ff57f43958c1e3e56aa41219bd01c8c5|master|openstack/neutron|31|16|4|29|\N|\N|\N|\N
I9756737309f401ebddb7475eb84725f65bca01bf|master|openstack/swift|6|1|\N|\N|\N|\N|\N|\N
I97649874ab54187a469193c8cae773409e9913e6|master|openstack/cinder|11|25|\N|\N|\N|\N|\N|\N
I97685f7facc294bd867170d59e2349c81ce49c46|master|openstack/nova|18|57|\N|\N|\N|\N|\N|\N
I97686de5b2c9c7d2812df6b0576fe6c233e8d9cb|master|openstack/cinder|10|46|\N|\N|\N|\N|\N|\N
I9772c0f725cd6a19d4af8acae814a046e6cfdd17|master|openstack/cinder|10|\N|\N|\N|\N|\N|\N|\N
I97756b91cbec297ade7efcc8986a038a184b3a84|master|openstack/neutron|8|7|\N|\N|\N|\N|\N|\N
I97790ea83d8194c750aa6afe1cf65c8ba2591fda|master|openstack/nova|125|\N|\N|\N|\N|\N|\N|\N
I97897728703547414a621b6687989cff07e01b3e|master|openstack/keystone|7|4|\N|\N|\N|\N|\N|\N
I978c1a905f46347793e3025227c0c22b44a8a82f|master|openstack/nova|2|18|\N|\N|\N|\N|\N|\N
I9791222cd4406980ef85599cff3aa10b781a470f|master|openstack/nova|56|24|\N|\N|\N|\N|\N|\N
I97959e78b71042642a9f36fc2cd8a4ad3c73f135|master|openstack/cinder|24|6|\N|\N|\N|\N|\N|\N
I97a4c4b578403c8dfcd93b821964ed36b8b168ab|master|openstack/keystone|47|\N|\N|\N|\N|\N|\N|\N
I97abb02050bcb395e52763bd9a0181c3c1e2701a|master|openstack/nova|2|10|\N|\N|\N|\N|\N|\N
I97aeb8d1d5773ef3d59e8f908aea34ccceb38378|master|openstack/neutron|7|2|\N|\N|\N|\N|\N|\N
I97aeb8d1d5773ef3d59e8f908aea34ccceb38378|stable/kilo|openstack/neutron|68|45|\N|\N|\N|\N|\N|\N
I97aeb8d1d5773ef3d59e8f908aea34ccceb38378|stable/liberty|openstack/neutron|69|46|\N|\N|\N|\N|\N|\N
I97aeb8d1d5773ef3d59e8f908aea34ccceb38378|stable/mitaka|openstack/neutron|67|44|\N|\N|\N|\N|\N|\N
I97b72ae3e7e8ea3d6b596870d8da3aaa689fd6b5|master|openstack/nova|33|31|\N|\N|\N|\N|\N|\N
I97bf8bcd43faf9f3fe40983497c2360233d5f599|master|openstack/nova|27|23|\N|\N|\N|\N|\N|\N
I97c4aa647efc85d7b6b45359e43e2a2ae2514a69|master|openstack/neutron|23|27|\N|\N|\N|\N|\N|\N
I97c58c08104e4da6f3f0386d9396224e71461856|master|openstack/cinder|22|15|\N|\N|\N|\N|\N|\N
I97c610578fe489b25697394fa33f5410f0bfbe1b|stable/juno|openstack/neutron|22|16|\N|\N|\N|\N|\N|\N
I97c610578fe489b25697394fa33f5410f0bfbe1b|stable/icehouse|openstack/neutron|22|\N|\N|\N|\N|\N|\N|\N
I97d71c4051882ddd9e496c78cfbce840ad7a2b67|master|openstack/neutron|2|10|\N|\N|\N|\N|\N|\N
I97d71c4051882ddd9e496c78cfbce840ad7a2b67|stable/kilo|openstack/neutron|10|26|\N|\N|\N|\N|\N|\N
I97dc55e6fca0b2491d4a9bc81366f9c92d39002a|master|openstack/nova|8|22|\N|\N|\N|\N|\N|\N
I97ee786c5cc603aec1695929f58aa127063db439|master|openstack/nova|28|23|\N|\N|\N|\N|\N|\N
I97f1bfae8b62655b415ef8f61dc439416458d38d|master|openstack/cinder|9|8|\N|\N|\N|\N|\N|\N
I97fd1d607b5eecdf4a501608a5ed258888d36d37|master|openstack/nova|41|23|\N|\N|\N|\N|\N|\N
I97fff4d82dd93d84e42ca840dc06d8684a748ea6|master|openstack/nova|36|39|\N|\N|\N|\N|\N|\N
I9801b76829021c9a0e6358982e1136637634a521|master|openstack/neutron|34|8|3|\N|\N|\N|\N|\N
I9801b76829021c9a0e6358982e1136637634a521|stable/liberty|openstack/neutron|22|23|\N|\N|\N|\N|\N|\N
I9801b76829021c9a0e6358982e1136637634a521|stable/mitaka|openstack/neutron|47|20|\N|\N|\N|\N|\N|\N
I98060d5a0bcd720df15434305ab8d3e31bdb1a43|master|openstack/cinder|11|14|\N|\N|\N|\N|\N|\N
I980ebfd8f6537f803d9d5cbf21ca33f727fea3b3|master|openstack/neutron|18|22|\N|\N|\N|\N|\N|\N
I9811b34d58a4d4cf7f181689b25212893880dcf4|master|openstack/nova|12|39|\N|\N|\N|\N|\N|\N
I9813aca6443ac402b10b4cebf8be42416628b050|stable/liberty|openstack/neutron|1|9|\N|\N|\N|\N|\N|\N
I9813aca6443ac402b10b4cebf8be42416628b050|master|openstack/neutron|19|29|\N|\N|\N|\N|\N|\N
I9817a95646546704e44fa70292eaa94635bb7395|master|openstack/neutron|10|33|\N|\N|\N|\N|\N|\N
I981b1737974ae1fbb3eb3fef3811bcb50030d670|stable/mitaka|openstack/cinder|8|11|\N|\N|\N|\N|\N|\N
I981b1737974ae1fbb3eb3fef3811bcb50030d670|master|openstack/cinder|3|40|\N|\N|\N|\N|\N|\N
I981faf38021225459806ce313aec29d8cc2833c8|master|openstack/cinder|27|9|\N|\N|\N|\N|\N|\N
I9821aaad7ec3dcb9f21c1dd341cd1ea5f4ce3782|master|openstack/nova|31|44|\N|\N|\N|\N|\N|\N
I982b6bd0650f29f34c213b6eebbe066f7bd65815|master|openstack/nova|77|35|\N|\N|\N|\N|\N|\N
I983123ef7fd8f1b52b358aff3b579459fce63033|master|openstack/neutron|17|15|\N|\N|\N|\N|\N|\N
I983123ef7fd8f1b52b358aff3b579459fce63033|stable/kilo|openstack/neutron|16|17|\N|\N|\N|\N|\N|\N
I983f80822a5c210929f33e1aa348a0fef91e890b|stable/liberty|openstack/nova|27|10|\N|\N|\N|\N|\N|\N
I983f80822a5c210929f33e1aa348a0fef91e890b|master|openstack/nova|13|35|\N|\N|\N|\N|\N|\N
I983f80822a5c210929f33e1aa348a0fef91e890b|stable/kilo|openstack/nova|31|\N|\N|\N|\N|\N|\N|\N
I983feea4ac26e34032fa66a4b55f0ce42699ba6a|stable/icehouse|openstack/nova|11|6|\N|\N|\N|\N|\N|\N
I984105458da4d7b8736bf7c83919cbe5feb9c85a|master|openstack/cinder|7|46|\N|\N|\N|\N|\N|\N
I9842044249cc59d9c29e887b68d48cf97595efcc|master|openstack/cinder|9|13|\N|\N|\N|\N|\N|\N
I984b8aebd40f9482f0cf8098146d1ccd635dc1d6|master|openstack/cinder|19|17|\N|\N|\N|\N|\N|\N
I985bf2cb0538a795464dfe783108f218f821d762|master|openstack/neutron|15|8|\N|\N|\N|\N|\N|\N
I9866d8e32e99b9f907921f4b226edf7b62bd83a7|stable/juno|openstack/nova|3|30|\N|\N|\N|\N|\N|\N
I9866d8e32e99b9f907921f4b226edf7b62bd83a7|stable/kilo|openstack/nova|29|2|\N|\N|\N|\N|\N|\N
I9866d8e32e99b9f907921f4b226edf7b62bd83a7|master|openstack/nova|21|\N|\N|\N|\N|\N|\N|\N
I9870462cf32be102a895f6e70ef843bfadf85a9d|master|openstack/cinder|47|18|\N|\N|\N|\N|\N|\N
I98724e1e58dfc5320ee672f48f072472bee26f4e|master|openstack/nova|23|107|\N|\N|\N|\N|\N|\N
I9872f05174f9f79e755a8ac2585ce9a14760b26a|master|openstack/nova|38|19|11|\N|\N|\N|\N|\N
I98740029ed1115491438e93bfcb981b1f1bd7095|master|openstack/nova|53|21|\N|\N|\N|\N|\N|\N
I988b46a4d1f51e4ad6b22ed3d892eab6a96a3acd|stable/juno|openstack/neutron|6|\N|\N|\N|\N|\N|\N|\N
I988ce2836f2d553391deeee6e68738356877109b|master|openstack/cinder|16|12|\N|\N|\N|\N|\N|\N
I988fcd1f823fa82b197b3ca2c322d64da296fc9a|master|openstack/keystone|3|\N|\N|\N|\N|\N|\N|\N
I989092e7aacbcd296717d4172035b3edd5b63348|master|openstack/cinder|16|38|\N|\N|\N|\N|\N|\N
I989c7b0a07e5e2836e41c0c922975f0c25b9ccdb|master|openstack/cinder|29|38|\N|\N|\N|\N|\N|\N
I989e138a98e43c398a7dd47f8f630737300fbf49|master|openstack/keystone|4|12|\N|\N|\N|\N|\N|\N
I989f9d591d1483a56a1bab3c20de583e85997562|stable/liberty|openstack/cinder|11|41|10|\N|\N|\N|\N|\N
I989f9d591d1483a56a1bab3c20de583e85997562|master|openstack/cinder|8|50|\N|\N|\N|\N|\N|\N
I98ad62762ce2416f08ba8280425e0cb2815f0996|master|openstack/keystone|5|12|\N|\N|\N|\N|\N|\N
I98b40925fdceba13d6a2b5a4d0c5793aeb5cf077|master|openstack/neutron|20|13|\N|\N|\N|\N|\N|\N
I98bb59b20e50490bdf054df68b5de055abc3db81|master|openstack/keystone|12|15|\N|\N|\N|\N|\N|\N
I98bca9e3a98383c994bc49426a71d944e10fae17|master|openstack/cinder|20|2|\N|\N|\N|\N|\N|\N
I98bd8edab3a2801c876d53c0336ea2f8da5396aa|master|openstack/nova|36|18|\N|\N|\N|\N|\N|\N
I98d05ce52d7cd6c3631bfe1928509fda21d16b48|master|openstack/neutron|20|6|\N|\N|\N|\N|\N|\N
I98dbe60df1bcf68b9922deee63dd0328c4c10dd0|stable/mitaka|openstack/neutron|11|27|\N|\N|\N|\N|\N|\N
I98dbe60df1bcf68b9922deee63dd0328c4c10dd0|master|openstack/neutron|13|20|\N|\N|\N|\N|\N|\N
I98dbe60df1bcf68b9922deee63dd0328c4c10dd0|stable/liberty|openstack/neutron|0|44|\N|\N|\N|\N|\N|\N
I98dd519e6dc84315df6caa768ce3f5fc4274431c|master|openstack/cinder|4|21|15|\N|\N|\N|\N|\N
I98dd592b9f67be0fcfd26cc9a2b670f9a270cea0|master|openstack/nova|11|31|\N|\N|\N|\N|\N|\N
I98deda75310f0b44b70257071d282aa50babe06b|master|openstack/nova|4|25|\N|\N|\N|\N|\N|\N
I98e182aaee3d3577764ec957dfbbd898a1137ea9|master|openstack/glance|0|\N|\N|\N|\N|\N|\N|\N
I98e182aaee3d3577764ec957dfbbd898a1137ea9|stable/kilo|openstack/glance|1|\N|\N|\N|\N|\N|\N|\N
I98e98cb6dea0008d36397b4e2bf7fcf9ed721721|master|openstack/nova|23|58|\N|\N|\N|\N|\N|\N
I98ea5591c0a08c57dbb1986fc2b70401071a0107|master|openstack/nova|29|8|\N|\N|\N|\N|\N|\N
I98ec529947e922bd610292c7d02c97e197e8b7d8|master|openstack/nova|107|43|\N|\N|\N|\N|\N|\N
I98efbf8347b0cf7bf21077c4654c47b666fe8dd9|master|openstack/nova|18|16|\N|\N|\N|\N|\N|\N
I98f6d7c3141349326c43cb32adcc1e6485ad53a6|master|openstack/nova|106|41|\N|\N|\N|\N|\N|\N
I99035679ec4faa3144507a844157fc37eb71c275|master|openstack/glance|17|11|0|\N|\N|\N|\N|\N
I99039c251660c119b4735ef6a8585b2b271fb643|master|openstack/keystone|2|\N|\N|\N|\N|\N|\N|\N
I9907fcd9b235b6a9697416b93f561d831eebee6c|master|openstack/nova|44|29|\N|\N|\N|\N|\N|\N
I990f19943f36356760b7bf425bc59901c9cdc1de|master|openstack/nova|75|116|\N|\N|\N|\N|\N|\N
I990f81af3d24a5b98d1905d44262c138fd2a0283|master|openstack/nova|12|20|\N|\N|\N|\N|\N|\N
I992234cdbe3ac8c59d4c6a6c5362b009162ba38a|master|openstack/cinder|16|7|\N|\N|\N|\N|\N|\N
I99261e6bfc9b16c0d601828f97553a9192804216|master|openstack/neutron|1|3|\N|\N|\N|\N|\N|\N
I99335827ee6492d3f5629850be8e7cbe19371830|master|openstack/nova|31|151|\N|\N|\N|\N|\N|\N
I99351b7d9946f250b7750df91c13d09352a145ce|master|openstack/swift|4|2|\N|\N|\N|\N|\N|\N
I993a0a567383dfe6fca13dfcc76758ea3a46e1dd|master|openstack/cinder|10|9|\N|\N|\N|\N|\N|\N
I993b27479e893e3fe8c459da0da96a310c6278ae|master|openstack/nova|22|21|\N|\N|\N|\N|\N|\N
I993daf594a28918de6fafff465f5f40e7b89305e|stable/juno|openstack/neutron|6|12|\N|\N|\N|\N|\N|\N
I994253ac15320254104862d2df8dacfc7fc00014|feature/qos|openstack/neutron|18|7|\N|\N|\N|\N|\N|\N
I99454b28ae0b5fa663354eeccdf709d4030a280b|master|openstack/neutron|20|17|\N|\N|\N|\N|\N|\N
I994f3abdb1b0ad3b2766f409b206ad4a8b2309b6|master|openstack/neutron|2|24|\N|\N|\N|\N|\N|\N
I995214058c4071d9089a8f00b9b8002fd125fda0|master|openstack/keystone|2|0|\N|\N|\N|\N|\N|\N
I995361157f185a6e03c63e1db858035eb1a31b37|master|openstack/nova|21|37|\N|\N|\N|\N|\N|\N
