size, priority, comp, queue, S_Apple, S_Google, S_RIM, S_Intel, S_Igalia, R_Apple, R_Google, R_RIM, R_Intel, R_Igalia, s_exp, r_exp, obsolete, time, outcome,outcome,"loc,time,trans"
3,2,1,0,0,1,0,0,0,1,0,0,0,0,128,461,FALSE,4.283333333,1,r+,"3,4.28333333333333,r+"
2,2,1,0,0,1,0,0,0,0,1,0,0,0,62,285,FALSE,736.35,1,r+,"2,736.35,r+"
2,2,1,1,0,1,0,0,0,0,1,0,0,0,32,875,TRUE,1301.933333,1,r+,"2,1301.93333333333,r+"
194,2,1,0,0,1,0,0,0,0,1,0,0,0,189,71,FALSE,42.8,1,r+,"194,42.8,r+"
190,2,1,0,0,1,0,0,0,0,1,0,0,0,190,72,FALSE,136.85,1,r+,"190,136.85,r+"
4,2,1,0,0,1,0,0,0,1,0,0,0,0,3,662,FALSE,5.183333333,1,r+,"4,5.18333333333333,r+"
52,2,4,1,0,0,0,0,0,1,0,0,0,0,30,206,FALSE,1585.216667,1,r+,"52,1585.21666666667,r+"
3,2,1,0,0,1,0,0,0,0,1,0,0,0,488,73,TRUE,2.416666667,1,r+,"3,2.41666666666667,r+"
18,2,1,0,0,1,0,0,0,0,1,0,0,0,489,74,FALSE,4.033333333,1,r+,"18,4.03333333333333,r+"
161,2,1,0,0,0,0,0,0,0,1,0,0,0,92,52,FALSE,958.3333333,1,r+,"161,958.333333333333,r+"
371,2,2,0,0,1,0,0,0,0,1,0,0,0,191,75,FALSE,29.5,1,r+,"371,29.5,r+"
214,2,2,1,0,1,0,0,0,0,1,0,0,0,382,606,TRUE,766.5666667,-1,r-,"214,766.566666666667,r-"
234,2,2,0,0,1,0,0,0,0,1,0,0,0,386,608,FALSE,213.1,1,r+,"234,213.1,r+"
7,2,1,0,0,1,0,0,0,0,1,0,0,0,34,438,FALSE,23.68333333,1,r+,"7,23.6833333333333,r+"
2,2,1,0,0,1,0,0,0,0,1,0,0,0,69,150,FALSE,235.4333333,1,r+,"2,235.433333333333,r+"
49,2,1,0,0,1,0,0,0,0,1,0,0,0,65,147,TRUE,183.5166667,1,r+,"49,183.516666666667,r+"
51,2,1,0,0,1,0,0,0,0,1,0,0,0,67,149,FALSE,1734.716667,1,r+,"51,1734.71666666667,r+"
512,2,1,0,0,1,0,0,0,0,1,0,0,0,383,904,FALSE,702.6,1,r+,"512,702.6,r+"
811,2,1,0,0,0,0,1,0,1,0,0,0,0,212,265,TRUE,37.8,-1,r-,"811,37.8,r-"
812,2,1,0,0,0,0,1,0,1,0,0,0,0,213,266,TRUE,603.3666667,1,r+,"812,603.366666666667,r+"
928,2,1,1,0,0,0,1,0,1,0,0,0,0,215,267,TRUE,2.633333333,1,r+,"928,2.63333333333333,r+"
22,2,1,2,0,1,0,0,0,0,1,0,0,0,30,1695,TRUE,4463,1,r+,"22,4463,r+"
328,2,4,4,0,1,0,0,0,0,1,0,0,0,70,1658,TRUE,74.61666667,1,r+,"328,74.6166666666667,r+"
328,2,4,1,0,1,0,0,0,0,1,0,0,0,72,1680,TRUE,61.31666667,1,r+,"328,61.3166666666667,r+"
10,2,1,0,0,1,0,0,0,0,1,0,0,0,169,382,FALSE,2846.683333,1,r+,"10,2846.68333333333,r+"
47,2,1,0,0,1,0,0,0,0,1,0,0,0,237,296,TRUE,20.43333333,1,r+,"47,20.4333333333333,r+"
21,2,1,1,0,0,0,0,0,1,0,0,0,0,27,521,FALSE,21.83333333,1,r+,"21,21.8333333333333,r+"
7,2,1,0,1,0,0,0,0,1,0,0,0,0,91,351,FALSE,4.933333333,1,r+,"7,4.93333333333333,r+"
245,2,1,2,0,1,0,0,0,0,1,0,0,0,392,910,FALSE,17.36666667,1,r+,"245,17.3666666666667,r+"
44,2,1,1,0,1,0,0,0,0,1,0,0,0,162,1088,TRUE,43.41666667,1,r+,"44,43.4166666666667,r+"
5,2,1,0,0,1,0,0,0,0,1,0,0,0,25,145,FALSE,150.0666667,1,r+,"5,150.066666666667,r+"
632,2,9,2,0,0,0,0,0,1,0,0,0,0,22,254,TRUE,527.7333333,-1,r-,"632,527.733333333333,r-"
579,2,9,1,0,0,0,0,0,1,0,0,0,0,23,258,TRUE,323,1,r+,"579,323,r+"
547,2,9,0,0,0,0,0,0,1,0,0,0,0,26,263,FALSE,213.75,1,r+,"547,213.75,r+"
4,2,1,0,0,1,0,0,0,1,0,0,0,0,67,257,FALSE,10.65,1,r+,"4,10.65,r+"
58,2,1,0,1,0,0,0,0,1,0,0,0,0,501,535,TRUE,16.68333333,1,r+,"58,16.6833333333333,r+"
68,2,2,1,1,0,0,0,0,1,0,0,0,0,505,540,FALSE,1427.3,1,r+,"68,1427.3,r+"
5,2,1,3,0,1,0,0,0,0,1,0,0,0,92,1660,FALSE,41.61666667,1,r+,"5,41.6166666666667,r+"
34,2,1,0,1,0,0,0,0,1,0,0,0,0,45,50,FALSE,2.816666667,1,r+,"34,2.81666666666667,r+"
4,2,1,0,0,1,0,0,0,1,0,0,0,0,68,258,TRUE,6.7,1,r+,"4,6.7,r+"
1,2,0,0,0,1,0,0,0,0,1,0,0,0,269,1731,FALSE,336.4166667,1,r+,"1,336.416666666667,r+"
26,2,1,3,0,1,0,0,0,0,1,0,0,0,436,1663,FALSE,0.916666667,1,r+,"26,0.916666666666667,r+"
10,2,1,3,0,1,0,0,0,0,1,0,0,0,437,1665,FALSE,3.05,1,r+,"10,3.05,r+"
52,2,1,1,1,0,0,0,0,1,0,0,0,0,156,43,FALSE,996.8166667,1,r+,"52,996.816666666667,r+"
66,2,1,1,0,1,0,0,0,0,1,0,0,0,175,1112,FALSE,400.9333333,1,r+,"66,400.933333333333,r+"
27,2,1,3,0,1,0,0,0,0,1,0,0,0,438,1666,FALSE,10.05,1,r+,"27,10.05,r+"
154,2,1,2,0,1,0,0,0,0,1,0,0,0,98,607,FALSE,429.95,1,r+,"154,429.95,r+"
39,2,1,3,0,1,0,0,0,0,1,0,0,0,439,1667,FALSE,20.65,1,r+,"39,20.65,r+"
112,2,1,3,0,1,0,0,0,0,1,0,0,0,440,1669,FALSE,1.65,1,r+,"112,1.65,r+"
47,2,1,1,0,1,0,0,0,1,0,0,0,0,231,202,FALSE,1151.716667,1,r+,"47,1151.71666666667,r+"
21,2,1,0,0,1,0,0,0,0,1,0,0,0,229,287,TRUE,11.85,1,r+,"21,11.85,r+"
8,2,1,0,0,1,0,0,0,1,0,0,0,0,213,537,FALSE,249.6833333,1,r+,"8,249.683333333333,r+"
14,2,3,1,0,1,0,0,0,0,1,0,0,0,56,553,TRUE,39.05,-1,r-,"14,39.05,r-"
28,2,2,0,0,1,0,0,0,0,1,0,0,0,58,554,TRUE,19.2,-1,r-,"28,19.2,r-"
28,2,2,1,0,1,0,0,0,0,1,0,0,0,60,555,FALSE,7.95,1,r+,"28,7.95,r+"
14,2,1,1,0,0,0,0,0,1,0,0,0,0,4,539,FALSE,2506.533333,1,r+,"14,2506.53333333333,r+"
72,2,7,1,0,1,0,0,0,0,1,0,0,0,87,317,TRUE,3927.85,1,r+,"72,3927.85,r+"
72,2,7,0,0,1,0,0,0,0,1,0,0,0,89,599,TRUE,6.7,1,r+,"72,6.7,r+"
60,2,1,1,0,1,0,0,0,0,1,0,0,0,182,905,TRUE,51.03333333,-1,r-,"60,51.0333333333333,r-"
78,2,2,0,0,1,0,0,0,0,1,0,0,0,184,907,TRUE,11.98333333,-1,r-,"78,11.9833333333333,r-"
81,2,2,1,0,1,0,0,0,0,1,0,0,0,185,912,FALSE,11.48333333,1,r+,"81,11.4833333333333,r+"
12,2,4,0,0,0,0,0,1,0,0,0,0,1,48,638,FALSE,82.21666667,1,r+,"12,82.2166666666667,r+"
7,2,1,1,0,0,1,0,0,0,0,0,0,0,3,261,FALSE,1013.783333,1,r+,"7,1013.78333333333,r+"
3,2,1,0,1,0,0,0,0,1,0,0,0,0,108,480,FALSE,7.033333333,1,r+,"3,7.03333333333333,r+"
4,2,2,1,0,1,0,0,0,0,1,0,0,0,18,501,TRUE,118.7833333,1,r+,"4,118.783333333333,r+"
20,2,1,0,0,1,0,0,0,0,1,0,0,0,490,76,FALSE,2.8,1,r+,"20,2.8,r+"
8,2,2,0,0,1,0,0,0,0,1,0,0,0,166,1100,TRUE,2667.866667,1,r+,"8,2667.86666666667,r+"
10,2,1,0,0,1,0,0,0,0,1,0,0,0,171,1091,FALSE,0.9,1,r+,"10,0.9,r+"
88,2,2,0,0,1,0,0,0,0,1,0,0,0,390,911,FALSE,843.2,1,r+,"88,843.2,r+"
270,2,4,1,0,0,0,0,0,1,0,0,0,0,121,522,FALSE,2.683333333,1,r+,"270,2.68333333333333,r+"
67,2,1,1,0,1,0,0,0,0,1,0,0,0,391,909,FALSE,828.2333333,1,r+,"67,828.233333333333,r+"
502,2,4,2,0,1,0,0,0,0,1,0,0,0,183,1677,TRUE,11.75,1,r+,"502,11.75,r+"
505,2,4,1,0,1,0,0,0,0,1,0,0,0,186,1681,TRUE,1.35,1,r+,"505,1.35,r+"
488,2,4,7,0,1,0,0,0,0,1,0,0,0,190,1690,FALSE,66.48333333,1,r+,"488,66.4833333333333,r+"
112,2,1,0,0,1,0,0,0,0,1,0,0,0,396,915,FALSE,64.88333333,1,r+,"112,64.8833333333333,r+"
206,2,4,2,0,1,0,0,0,0,1,0,0,0,184,1678,FALSE,8.166666667,1,r+,"206,8.16666666666667,r+"
43,2,1,0,0,1,0,0,0,0,1,0,0,0,190,610,FALSE,1062.433333,1,r+,"43,1062.43333333333,r+"
8,2,1,0,0,1,0,0,0,0,1,0,0,0,172,56,FALSE,3863.9,1,r+,"8,3863.9,r+"
13,2,2,2,1,0,0,0,0,0,1,0,0,0,280,319,TRUE,3328.833333,-1,r-,"13,3328.83333333333,r-"
18,2,2,0,1,0,0,0,0,0,1,0,0,0,294,322,TRUE,3.133333333,1,r+,"18,3.13333333333333,r+"
18,2,2,0,1,0,0,0,0,0,1,0,0,0,295,84,FALSE,1.066666667,1,r+,"18,1.06666666666667,r+"
20,2,1,0,1,0,0,0,0,1,0,0,0,0,161,462,FALSE,7.516666667,1,r+,"20,7.51666666666667,r+"
65,2,1,2,0,1,0,0,0,0,1,0,0,0,167,57,FALSE,1309.5,1,r+,"65,1309.5,r+"
2,2,1,0,1,0,0,0,0,1,0,0,0,0,157,45,FALSE,1.4,1,r+,"2,1.4,r+"
4,2,1,2,0,0,0,1,0,0,1,0,0,0,10,1683,FALSE,40.66666667,-1,r-,"4,40.6666666666667,r-"
2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,299,TRUE,3143.816667,-1,r-,"2,3143.81666666667,r-"
1,2,1,0,1,0,0,0,0,1,0,0,0,0,47,575,FALSE,64.56666667,1,r+,"1,64.5666666666667,r+"
6,2,1,2,1,0,0,0,0,0,1,0,0,0,98,908,FALSE,11.75,1,r+,"6,11.75,r+"
264,2,2,0,0,1,0,0,0,0,1,0,0,0,193,78,FALSE,1206.483333,1,r+,"264,1206.48333333333,r+"
6,2,1,0,0,1,0,0,0,0,1,0,0,0,491,77,FALSE,34.65,1,r+,"6,34.65,r+"
609,2,2,2,0,1,0,0,0,0,1,0,0,0,102,1685,TRUE,429.4166667,1,r+,"609,429.416666666667,r+"
519,2,2,5,0,1,0,0,0,0,1,0,0,0,103,1692,FALSE,345.15,1,r+,"519,345.15,r+"
5,2,1,1,0,1,0,0,0,0,1,0,0,0,120,381,FALSE,181.6,1,r+,"5,181.6,r+"
79,2,1,0,0,1,0,0,0,0,1,0,0,0,194,913,FALSE,26.03333333,1,r+,"79,26.0333333333333,r+"
25,2,1,0,0,0,0,0,0,0,1,0,0,0,111,323,TRUE,44.31666667,-1,r-,"25,44.3166666666667,r-"
23,2,1,0,0,0,0,0,0,0,1,0,0,0,113,324,TRUE,2.1,-1,r-,"23,2.1,r-"
25,2,1,0,0,0,0,0,0,0,1,0,0,0,114,325,TRUE,11.08333333,-1,r-,"25,11.0833333333333,r-"
19,2,1,0,0,0,0,0,0,0,1,0,0,0,120,326,TRUE,45.23333333,-1,r-,"19,45.2333333333333,r-"
40,2,2,0,0,0,0,0,0,0,1,0,0,0,121,332,TRUE,2400.633333,-1,r-,"40,2400.63333333333,r-"
22,2,2,1,0,0,0,0,0,0,1,0,0,0,123,336,TRUE,1215.616667,-1,r-,"22,1215.61666666667,r-"
22,2,2,0,0,0,0,0,0,0,1,0,0,0,125,337,FALSE,3.183333333,1,r+,"22,3.18333333333333,r+"
37,2,2,0,0,1,0,0,0,0,0,1,0,0,41,202,TRUE,939.6833333,-1,r-,"37,939.683333333333,r-"
47,2,1,1,0,1,0,0,0,0,0,1,0,0,42,207,TRUE,679.8833333,1,r+,"47,679.883333333333,r+"
219,2,1,0,0,0,1,0,0,0,0,1,0,0,218,180,FALSE,42.56666667,1,r+,"219,42.5666666666667,r+"
39,2,1,1,0,0,0,0,0,1,0,0,0,0,34,297,TRUE,216.7,1,r+,"39,216.7,r+"
119,2,3,0,0,0,0,0,1,0,0,0,0,1,331,642,TRUE,120.6166667,-1,r-,"119,120.616666666667,r-"
109,2,3,0,0,0,0,0,1,0,0,0,0,1,332,643,FALSE,500.9333333,1,r+,"109,500.933333333333,r+"
432,2,1,3,0,1,0,0,0,0,1,0,0,0,110,1696,FALSE,50.4,1,r+,"432,50.4,r+"
16,2,1,0,0,0,0,0,0,0,1,0,0,0,5,82,FALSE,284.0833333,1,r+,"16,284.083333333333,r+"
162,2,1,0,0,1,0,0,0,0,1,0,0,0,101,612,FALSE,895.4666667,1,r+,"162,895.466666666667,r+"
7,2,1,0,1,0,0,0,0,1,0,0,0,0,158,46,FALSE,7.366666667,1,r+,"7,7.36666666666667,r+"
13,2,1,0,0,1,0,0,0,0,1,0,0,0,155,293,FALSE,3.433333333,1,r+,"13,3.43333333333333,r+"
12,2,1,0,1,0,0,0,0,1,0,0,0,0,289,175,FALSE,7.783333333,1,r+,"12,7.78333333333333,r+"
18,2,1,0,0,1,0,0,0,0,1,0,0,0,154,564,FALSE,75.28333333,1,r+,"18,75.2833333333333,r+"
50,2,1,1,0,1,0,0,0,1,0,0,0,0,118,262,TRUE,488.1333333,1,r+,"50,488.133333333333,r+"
58,2,1,0,0,1,0,0,0,1,0,0,0,0,131,317,FALSE,1012.483333,1,r+,"58,1012.48333333333,r+"
21,2,2,0,1,0,0,0,0,1,0,0,0,0,46,572,FALSE,2.383333333,1,r+,"21,2.38333333333333,r+"
11,2,2,1,1,0,0,0,0,1,0,0,0,0,316,206,FALSE,8.65,1,r+,"11,8.65,r+"
24,2,1,1,0,1,0,0,0,0,1,0,0,0,174,1101,FALSE,2661.7,1,r+,"24,2661.7,r+"
99,2,4,0,1,0,0,0,0,1,0,0,0,0,398,260,FALSE,824.65,1,r+,"99,824.65,r+"
15,2,1,0,0,1,0,0,0,0,1,0,0,0,63,294,FALSE,933.3333333,1,r+,"15,933.333333333333,r+"
7,2,1,0,0,1,0,0,0,1,0,0,0,0,309,464,FALSE,67.76666667,1,r+,"7,67.7666666666667,r+"
7,2,1,0,0,1,0,0,0,0,1,0,0,0,457,386,TRUE,769.7,1,r+,"7,769.7,r+"
4,2,1,0,0,1,0,0,0,0,1,0,0,0,459,388,FALSE,214.8,1,r+,"4,214.8,r+"
8,2,1,0,1,0,0,0,0,1,0,0,0,0,45,356,FALSE,3.7,1,r+,"8,3.7,r+"
6,2,1,0,0,1,0,0,0,0,1,0,0,0,158,505,FALSE,429.3166667,1,r+,"6,429.316666666667,r+"
18,2,1,0,0,1,0,0,0,0,1,0,0,0,11,48,TRUE,215.9,1,r+,"18,215.9,r+"
18,2,1,0,0,1,0,0,0,0,1,0,0,0,14,1735,TRUE,4.916666667,1,r+,"18,4.91666666666667,r+"
16,2,1,0,0,1,0,0,0,0,1,0,0,0,15,1737,FALSE,26.18333333,1,r+,"16,26.1833333333333,r+"
202,2,2,3,0,1,0,0,0,0,1,0,0,0,139,1688,FALSE,281.0666667,1,r+,"202,281.066666666667,r+"
8,2,1,2,0,1,0,0,0,0,1,0,0,0,138,1689,FALSE,356.4833333,1,r+,"8,356.483333333333,r+"
96,2,1,0,0,0,1,0,0,0,0,1,0,0,220,185,FALSE,66.15,1,r+,"96,66.15,r+"
82,2,1,0,0,1,0,0,0,0,1,0,0,0,456,1701,FALSE,187.6833333,1,r+,"82,187.683333333333,r+"
22,2,1,0,0,0,1,0,0,0,0,1,0,0,221,186,FALSE,11.13333333,1,r+,"22,11.1333333333333,r+"
13,2,1,0,0,1,0,0,0,0,1,0,0,0,195,914,FALSE,1.7,1,r+,"13,1.7,r+"
3,2,1,6,0,0,0,0,0,0,1,0,0,0,6,1693,FALSE,220.6166667,1,r+,"3,220.616666666667,r+"
54,2,1,0,0,1,0,0,0,0,1,0,0,0,186,79,FALSE,58.38333333,1,r+,"54,58.3833333333333,r+"
18,2,1,0,0,1,0,0,0,0,1,0,0,0,187,81,FALSE,29.35,1,r+,"18,29.35,r+"
4,2,1,0,0,1,0,0,0,0,1,0,0,0,29,884,TRUE,147.35,1,r+,"4,147.35,r+"
7,2,1,0,0,1,0,0,0,0,1,0,0,0,31,885,FALSE,6.55,1,r+,"7,6.55,r+"
8,2,1,0,0,1,0,0,0,0,1,0,0,0,194,919,FALSE,6778.466667,1,r+,"8,6778.46666666667,r+"
3,2,1,0,0,1,0,0,0,0,1,0,0,0,195,80,FALSE,1.6,1,r+,"3,1.6,r+"
3,2,1,1,0,1,0,0,0,0,1,0,0,0,156,566,FALSE,336.0833333,1,r+,"3,336.083333333333,r+"
5,2,1,0,1,0,0,0,0,1,0,0,0,0,91,83,FALSE,22.35,1,r+,"5,22.35,r+"
106,2,1,0,0,0,0,0,0,1,0,0,0,0,149,63,FALSE,12.9,1,r+,"106,12.9,r+"
120,2,2,2,0,1,0,0,0,0,1,0,0,0,157,571,TRUE,546.9166667,1,r+,"120,546.916666666667,r+"
26,2,1,0,1,0,0,0,0,1,0,0,0,0,534,599,FALSE,24.53333333,1,r+,"26,24.5333333333333,r+"
128,2,6,0,0,1,0,0,0,0,1,0,0,0,264,887,TRUE,6.783333333,1,r+,"128,6.78333333333333,r+"
172,2,1,1,0,1,0,0,0,0,1,0,0,0,454,1697,FALSE,8.55,1,r+,"172,8.55,r+"
12,2,1,2,0,0,0,0,0,0,1,0,0,0,173,321,TRUE,170.4333333,-1,r-,"12,170.433333333333,r-"
12,2,1,0,0,0,0,0,0,1,0,0,0,0,175,530,FALSE,5802.966667,1,r+,"12,5802.96666666667,r+"
3,2,1,0,0,0,1,0,0,0,0,1,0,0,99,190,FALSE,465.85,1,r+,"3,465.85,r+"
8,2,1,1,0,1,0,0,0,0,1,0,0,0,2,357,FALSE,3796.433333,1,r+,"8,3796.43333333333,r+"
2,2,2,0,0,1,0,0,0,0,1,0,0,0,140,1705,FALSE,260.5333333,1,r+,"2,260.533333333333,r+"
9,2,1,0,0,1,0,0,0,0,1,0,0,0,23,334,TRUE,1144.616667,1,r+,"9,1144.61666666667,r+"
5,2,1,1,0,1,0,0,0,0,1,0,0,0,49,974,FALSE,9.85,1,r+,"5,9.85,r+"
12,2,2,0,0,0,0,0,0,1,0,0,0,0,7,372,TRUE,422.8,-1,r-,"12,422.8,r-"
12,2,2,0,0,0,0,0,0,1,0,0,0,0,8,376,FALSE,22.53333333,1,r+,"12,22.5333333333333,r+"
33,2,1,0,0,1,0,0,0,0,1,0,0,0,192,613,FALSE,8.516666667,1,r+,"33,8.51666666666667,r+"
10,2,1,1,0,1,0,0,0,0,1,0,0,0,40,574,FALSE,13.41666667,1,r+,"10,13.4166666666667,r+"
4,2,1,0,0,0,0,0,0,0,1,0,0,0,21,664,TRUE,2674.566667,1,r+,"4,2674.56666666667,r+"
4,2,1,0,0,0,0,0,0,0,1,0,0,0,22,665,FALSE,12.25,1,r+,"4,12.25,r+"
6,2,1,1,0,1,0,0,0,0,1,0,0,0,144,1706,TRUE,36.75,1,r+,"6,36.75,r+"
6,2,1,0,0,1,0,0,0,0,1,0,0,0,145,1708,TRUE,79.03333333,1,r+,"6,79.0333333333333,r+"
6,2,1,2,0,1,0,0,0,0,1,0,0,0,148,1721,FALSE,254.0833333,1,r+,"6,254.083333333333,r+"
28,2,1,1,0,1,0,0,0,0,1,0,0,0,397,916,FALSE,25.3,1,r+,"28,25.3,r+"
4,2,1,0,0,1,0,0,0,0,1,0,0,0,492,614,FALSE,63.1,1,r+,"4,63.1,r+"
4,2,2,0,0,1,0,0,0,0,1,0,0,0,153,512,TRUE,943.8833333,1,r+,"4,943.883333333333,r+"
4,2,2,1,0,1,0,0,0,0,1,0,0,0,159,1734,FALSE,277.55,1,r+,"4,277.55,r+"
311,2,1,2,0,1,0,0,0,0,1,0,0,0,458,1707,FALSE,20.91666667,1,r+,"311,20.9166666666667,r+"
11,2,1,0,0,1,0,0,0,0,1,0,0,0,193,615,FALSE,2.583333333,1,r+,"11,2.58333333333333,r+"
6,2,1,0,0,1,0,0,0,0,0,1,0,0,55,224,FALSE,297.4333333,1,r+,"6,297.433333333333,r+"
11705,2,5,1,0,1,0,0,0,0,1,0,0,0,193,1709,FALSE,281.4833333,1,r+,"11705,281.483333333333,r+"
8,2,1,1,0,0,0,0,0,0,1,0,0,0,78,1710,TRUE,266.5166667,1,r+,"8,266.516666666667,r+"
6,2,1,1,0,0,0,0,0,0,1,0,0,0,83,1810,FALSE,143.8166667,1,r+,"6,143.816666666667,r+"
24,2,1,2,0,1,0,0,0,0,1,0,0,0,76,1722,TRUE,4568.3,1,r+,"24,4568.3,r+"
22,2,1,0,0,0,0,1,0,0,1,0,0,0,19,581,FALSE,1004.533333,1,r+,"22,1004.53333333333,r+"
2,2,1,0,0,1,0,0,0,0,1,0,0,0,196,616,FALSE,2.25,1,r+,"2,2.25,r+"
201,2,4,0,1,0,0,0,0,1,0,0,0,0,92,358,FALSE,6.733333333,1,r+,"201,6.73333333333333,r+"
3,2,1,2,0,1,0,0,0,0,1,0,0,0,797,1099,FALSE,14.95,1,r+,"3,14.95,r+"
2,2,1,0,0,1,0,0,0,0,1,0,0,0,74,44,FALSE,3.55,1,r+,"2,3.55,r+"
7,2,1,0,1,0,0,0,0,1,0,0,0,0,99,359,FALSE,7.4,1,r+,"7,7.4,r+"
6,2,1,0,0,1,0,0,0,0,1,0,0,0,75,45,FALSE,8.316666667,1,r+,"6,8.31666666666667,r+"
111,2,1,2,0,0,0,0,0,0,1,0,0,0,23,1098,FALSE,78.26666667,1,r+,"111,78.2666666666667,r+"
2,2,1,0,0,1,0,0,0,0,1,0,0,0,236,295,FALSE,8.233333333,1,r+,"2,8.23333333333333,r+"
2,2,1,3,0,1,0,0,0,0,1,0,0,0,194,1711,FALSE,40,1,r+,"2,40,r+"
4,2,1,0,0,1,0,0,0,0,1,0,0,0,195,86,FALSE,12.96666667,1,r+,"4,12.9666666666667,r+"
37,2,1,0,0,0,1,0,0,0,0,1,0,0,59,200,FALSE,9.083333333,1,r+,"37,9.08333333333333,r+"
137,2,1,1,0,1,0,0,0,1,0,0,0,0,50,535,TRUE,2899.433333,1,r+,"137,2899.43333333333,r+"
141,2,1,0,0,1,0,0,0,1,0,0,0,0,53,537,TRUE,6.783333333,1,r+,"141,6.78333333333333,r+"
1,2,1,0,1,0,0,0,0,1,0,0,0,0,48,373,FALSE,14.6,1,r+,"1,14.6,r+"
2,2,1,0,0,1,0,0,0,0,1,0,0,0,317,82,FALSE,2.8,1,r+,"2,2.8,r+"
48,2,1,0,0,1,0,0,0,0,1,0,0,0,159,580,TRUE,6103.466667,-1,r-,"48,6103.46666666667,r-"
27,2,1,0,0,1,0,0,0,0,1,0,0,0,185,618,FALSE,376.35,1,r+,"27,376.35,r+"
75,2,2,0,0,1,0,0,0,0,1,0,0,0,238,297,TRUE,3951.933333,1,r+,"75,3951.93333333333,r+"
4,2,2,1,0,1,0,0,0,0,1,0,0,0,100,892,FALSE,4,1,r+,"4,4,r+"
6,2,3,0,0,0,0,0,0,0,1,0,0,0,141,148,FALSE,57.91666667,1,r+,"6,57.9166666666667,r+"
27,2,2,1,0,0,0,0,0,0,1,0,0,0,56,1716,FALSE,3250.133333,1,r+,"27,3250.13333333333,r+"
46,2,1,0,0,0,0,0,0,0,1,0,0,0,24,1103,FALSE,16.98333333,1,r+,"46,16.9833333333333,r+"
8,2,1,0,0,0,0,1,0,1,0,0,0,0,14,146,TRUE,617.9666667,-1,r-,"8,617.966666666667,r-"
8,2,1,0,0,0,0,1,0,0,1,0,0,0,20,582,TRUE,62.81666667,1,r+,"8,62.8166666666667,r+"
8,2,1,0,0,0,0,1,0,0,1,0,0,0,21,583,FALSE,1.8,1,r+,"8,1.8,r+"
3,2,1,1,0,0,0,0,0,1,0,0,0,0,136,265,TRUE,95.83333333,-1,r-,"3,95.8333333333333,r-"
1,2,1,0,0,0,0,0,0,1,0,0,0,0,168,287,FALSE,666.3,1,r+,"1,666.3,r+"
377,2,1,0,0,0,1,0,0,1,0,0,0,0,222,262,FALSE,43.68333333,1,r+,"377,43.6833333333333,r+"
3,2,1,1,0,1,0,0,0,1,0,0,0,0,156,466,TRUE,1017.516667,1,r+,"3,1017.51666666667,r+"
21,2,1,0,1,0,0,0,0,1,0,0,0,0,144,375,FALSE,2340.783333,1,r+,"21,2340.78333333333,r+"
4,2,1,1,0,1,0,0,0,0,1,0,0,0,64,298,FALSE,990.65,1,r+,"4,990.65,r+"
4,2,1,2,0,1,0,0,0,0,1,0,0,0,65,299,FALSE,978.45,1,r+,"4,978.45,r+"
16,2,1,0,0,0,0,0,0,1,0,0,0,0,34,622,TRUE,13.08333333,-1,r-,"16,13.0833333333333,r-"
15,2,1,0,1,0,0,0,0,0,1,0,0,0,563,1205,FALSE,44.76666667,1,r+,"15,44.7666666666667,r+"
44,2,1,1,0,1,0,0,0,0,1,0,0,0,216,1113,TRUE,2463.9,1,r+,"44,2463.9,r+"
52,2,1,0,0,1,0,0,0,0,1,0,0,0,223,1117,TRUE,1265.916667,1,r+,"52,1265.91666666667,r+"
7,2,1,0,0,1,0,0,0,0,1,0,0,0,21,327,TRUE,14.95,1,r+,"7,14.95,r+"
9,2,1,0,0,1,0,0,0,0,1,0,0,0,22,330,FALSE,20.68333333,1,r+,"9,20.6833333333333,r+"
21,2,1,0,0,0,0,0,0,1,0,0,0,0,69,264,TRUE,412.5833333,-1,r-,"21,412.583333333333,r-"
98,2,1,0,0,0,0,0,0,0,1,0,0,0,87,74,TRUE,261.7333333,1,r+,"98,261.733333333333,r+"
33,2,1,0,0,1,0,0,0,0,0,1,0,0,39,199,TRUE,19.01666667,1,r+,"33,19.0166666666667,r+"
25,2,1,0,0,1,0,0,0,0,0,0,0,0,40,99,FALSE,108.8666667,1,r+,"25,108.866666666667,r+"
1,2,1,0,1,0,0,0,0,1,0,0,0,0,50,37,FALSE,7.4,1,r+,"1,7.4,r+"
28,2,1,3,0,1,0,0,0,0,1,0,0,0,196,1720,FALSE,61.03333333,1,r+,"28,61.0333333333333,r+"
54,2,1,0,0,1,0,0,0,1,0,0,0,0,161,275,TRUE,2344.683333,-1,r-,"54,2344.68333333333,r-"
28,2,1,0,0,1,0,0,0,1,0,0,0,0,162,277,FALSE,54.95,1,r+,"28,54.95,r+"
71,2,1,0,1,0,0,0,0,1,0,0,0,0,94,264,FALSE,5.033333333,1,r+,"71,5.03333333333333,r+"
32,2,1,1,0,1,0,0,0,0,1,0,0,0,168,1105,FALSE,46.43333333,1,r+,"32,46.4333333333333,r+"
22338,2,4,0,0,1,0,0,0,0,1,0,0,0,200,90,FALSE,149.9833333,1,r+,"22338,149.983333333333,r+"
41,2,1,0,0,1,0,0,0,0,1,0,0,0,158,609,TRUE,35.25,1,r+,"41,35.25,r+"
