ID|BRANCH|PROJECT|CREATEDON|P_CREATEDON|R_GRANTEDON|P_R_GRANTEDON|TIMEINSECOND|POSITIVITY
I6baf8e3aeb08d28568079457cd900acbe7c63c5d|master|openstack/cinder|1457539384|09-MAR-16|1457549837|09-MAR-16|10453|1
I6bb2ad04edf29abb317ebd818747e59af08d4aac|master|openstack/nova|1437637148|23-JUL-15||||
I6bb923ebf1f80a8287f2beade9f57a24da66b79d|master|openstack/neutron|1425225006|01-MAR-15|1425588923|05-MAR-15|363917|1
I6bb9547f9d9a9fcfb2357521f3f5bd1dc1dd5136|master|openstack/neutron|1473187757|06-SEP-16|1474649031|23-SEP-16|1461274|1
I6bb9547f9d9a9fcfb2357521f3f5bd1dc1dd5136|stable/newton|openstack/neutron|1474652526|23-SEP-16|1474725791|24-SEP-16|73265|1
I6bbaa4063dc462383c949764b6567b2bee233689|master|openstack/swift|1469064401|21-JUL-16|1469206009|22-JUL-16|141608|1
I6bbe195ee7757a62898d2c8551af7e9091afc3a0|master|openstack/swift|1470247143|03-AUG-16||||
I6bc1646a81bafb024186865b3ce72af3d4c7228a|master|openstack/neutron|1459927926|06-APR-16||||
I6bc526b9b25cb7ebb7d1c8df60213d7e981f28c0|master|openstack/nova|1427359386|26-MAR-15||||
I6bc7fa5edd6295a1245844fc9d710f4745778269|master|openstack/keystone|1401117173|26-MAY-14||||
I6bcad9d84af5a5b148df7520f582392a8b56a2ec|master|openstack/neutron|1423504978|09-FEB-15|1423684672|11-FEB-15|179694|1
I6bcb9bb9fd24b873b49de4a686b223550dd703ac|master|openstack/swift|1454319224|01-FEB-16|1454341814|01-FEB-16|22590|1
I6bcef5eaf4fad11af0ac2321c71cfe9c2e755151|master|openstack/glance|1419446398|24-DEC-14|1420423946|05-JAN-15|977548|1
I6bd1d39aca5a368594ca39c75c86eaf6ab20b00c|master|openstack/cinder|1436868871|14-JUL-15|1440436548|24-AUG-15|3567677|1
I6bd2e67716222b3aa0d777d4a9411dc7c4a93a84|master|openstack/nova|1432720372|27-MAY-15|1438613368|03-AUG-15|5892996|1
I6bd615370075d44232d28f5ecebc34c08075daec|master|openstack/nova|1456319496|24-FEB-16|1459342490|30-MAR-16|3022994|1
I6bd615370075d44232d28f5ecebc34c08075daec|stable/mitaka|openstack/nova|1459417981|31-MAR-16|1461117788|20-APR-16|1699807|-1
I6bd80479613791c24a7096f66d8be528cb2c7167|master|openstack/nova|1448270968|23-NOV-15|1448368976|24-NOV-15|98008|-1
I6bd81f8526a41313553e26f490eaac30ea0e6f40|master|openstack/nova|1433696959|07-JUN-15||||
I6bd8c7b374ba4c23001a98f2fda0705696e9d47c|master|openstack/cinder|1421279185|14-JAN-15|1421279306|14-JAN-15|121|1
I6bd8f69e582c537a5fec40064638a8887a08cac4|master|openstack/nova|1467671063|04-JUL-16|1473697326|12-SEP-16|6026263|1
I6bd9c70f639aed1dde54dbb84395869fb8904840|master|openstack/neutron|1447781125|17-NOV-15||||
I6bdcbeecb1330ed6b5c8bbe928ecfc7b3062aa10|stable/kilo|openstack/nova|1450222702|15-DEC-15|1462355458|04-MAY-16|12132756|-1
I6be1c5c583d336cc83cf3670c10d4364ddc16bbd|master|openstack/keystone|1469057695|20-JUL-16|1469209148|22-JUL-16|151453|1
I6be4b0abed078ae0e5963750bb4f441bfc147169|stable/mitaka|openstack/glance|1465023506|04-JUN-16|1465284200|07-JUN-16|260694|1
I6be5e37fac9a40e405158e09b3af47c7325de524|master|openstack/keystone|1472142695|25-AUG-16|1472500035|29-AUG-16|357340|1
I6be6a7aa2a371eaae9f8e501435838c1e15f4a1c|master|openstack/swift|1454081470|29-JAN-16|1454403021|02-FEB-16|321551|1
I6be78bb863e50637ad1be333b99878531a820f6f|stable/liberty|openstack/glance|1449772601|10-DEC-15|1450144971|15-DEC-15|372370|1
I6be8f9b65e98e6d132e0f5adff37bf39d470fcea|master|openstack/keystone|1445238705|19-OCT-15||||
I6bea41533a6c91acc6baafa2900eac1a63b655ec|master|openstack/nova|1466014997|15-JUN-16||||
I6beab336dfd9b70b1af6e975939c602047faa651|master|openstack/neutron|1436743385|12-JUL-15|1440527316|25-AUG-15|3783931|1
I6bee1d51155488e91857ee8bc45470d6a224fa37|master|openstack/neutron|1469774619|29-JUL-16|1471059814|13-AUG-16|1285195|1
I6bf2265f90394652b3c5c88d089bf7f90b6b443b|master|openstack/keystone|1451320055|28-DEC-15||||
I6bf28f0932c90e7b305cd61aabce4ed028ae691e|master|openstack/swift|1452245542|08-JAN-16|1452594230|12-JAN-16|348688|1
I6bf3cd4f9e0e152bf69732d9a17f93c86dedbd40|master|openstack/nova|1458303985|18-MAR-16|1458318893|18-MAR-16|14908|1
I6bf3cd4f9e0e152bf69732d9a17f93c86dedbd40|stable/liberty|openstack/nova|1458607162|22-MAR-16|1459270612|29-MAR-16|663450|1
I6bf3cd4f9e0e152bf69732d9a17f93c86dedbd40|stable/mitaka|openstack/nova|1458560254|21-MAR-16|1458638851|22-MAR-16|78597|1
I6bf43910d74f5069cbf212db8c162115b60c6aba|master|openstack/nova|1450212943|15-DEC-15|1454423770|02-FEB-16|4210827|-1
I6bf6083b01e4e5e3402817279ed367fbfb4cf42e|master|openstack/glance|1449543768|08-DEC-15|1450787405|22-DEC-15|1243637|1
I6bf71b14a03ccc005dcd4d67078e7e9f4a7ed197|master|openstack/neutron|1463839253|21-MAY-16|1464150388|25-MAY-16|311135|1
I6bfbfc829f45dee49e1f2eeaa0490068da26ccb2|master|openstack/nova|1412958006|10-OCT-14|1418662603|15-DEC-14|5704597|1
I6bfc064807cfed60c61bb9dad59d7b5f9402f14c|master|openstack/glance|1465023467|04-JUN-16|1465283122|07-JUN-16|259655|1
I6bfe61645c6cee002020a507e489c3535d5026ab|master|openstack/neutron|1473337465|08-SEP-16|1473360774|08-SEP-16|23309|1
I6c000f8891eb9c120dfaaac5938dfc69bf4c1572|master|openstack/neutron|1442351178|15-SEP-15|1442605110|18-SEP-15|253932|1
I6c036094e194ce5d3d856c594830ac76be97ee52|master|openstack/neutron|1463578180|18-MAY-16||||
I6c16a829665b602da84c0d694fcc5f8ad5ed546b|master|openstack/neutron|1444924757|15-OCT-15|1444924990|15-OCT-15|233|1
I6c190328803e8efcde34d522e2c1814ef6afc220|master|openstack/nova|1423270165|07-FEB-15|1424241712|18-FEB-15|971547|1
I6c19fa5365b7c7e05e75dffb3dcb806fb5f004db|master|openstack/nova|1428906270|13-APR-15|1429224189|16-APR-15|317919|1
I6c1ad0c4cf60d0069c5e057d77f75c12b04a020c|master|openstack/neutron|1437516636|21-JUL-15|1449236456|04-DEC-15|11719820|1
I6c1c57c1397b336c12cc49159cecd17b55577f6c|master|openstack/cinder|1440681340|27-AUG-15|1440699122|27-AUG-15|17782|1
I6c1d108db1a7c93b61c0dd0b1ffee319a411b17a|master|openstack/neutron|1423555336|10-FEB-15|1430164330|27-APR-15|6608994|1
I6c1e56c31e02f25d30689a272f92fafd59e17f70|master|openstack/cinder|1452875809|15-JAN-16|1455727906|17-FEB-16|2852097|1
I6c22c4383be9fec7912705e8f63d1c82aecf9e4a|master|openstack/nova|1476747840|17-OCT-16||||
I6c236d5e4acdd6f13eca2877163facc2860a9445|stable/mitaka|openstack/neutron|1467181131|29-JUN-16|1467276641|30-JUN-16|95510|1
I6c27d032dea094c7bf5a30b02100170e265588d9|master|openstack/glance|1417502706|02-DEC-14|1427734026|30-MAR-15|10231320|1
I6c2809f2f2979e266af3ece6b4d123d6bdae1a8f|master|openstack/glance|1466074286|16-JUN-16||||
I6c2ad0170d90560d7d710b578c45287e78c682d1|master|openstack/nova|1471448492|17-AUG-16||||
I6c2cde126bd65930596e42b4a63dfc6b16aab839|master|openstack/cinder|1468493675|14-JUL-16|1468527232|14-JUL-16|33557|1
I6c2d48bca60e5b9e1615bbe10602d925ae6d75ff|master|openstack/cinder|1439587133|14-AUG-15|1440343833|23-AUG-15|756700|1
I6c3082ecfa8bdbb09c1434b857e5ff7e74ec7e24|master|openstack/nova|1426159337|12-MAR-15||||
I6c31aabf1852c688e9c27fc1859d3fdd830caa68|master|openstack/neutron|1453287670|20-JAN-16|1453462284|22-JAN-16|174614|1
I6c31aabf1852c688e9c27fc1859d3fdd830caa68|stable/liberty|openstack/neutron|1453639751|24-JAN-16|1454579608|04-FEB-16|939857|1
I6c324d0005210c0c5cb9666c105089319e5292e2|master|openstack/nova|1414538889|28-OCT-14||||
I6c32987141ff25e7437f3de274ce7cbc5b351fde|master|openstack/nova|1470829054|10-AUG-16||||
I6c32f33f4062c1caadffcfd9905113e9f99f5579|master|openstack/nova|1450275241|16-DEC-15|1450448999|18-DEC-15|173758|1
I6c34f2d8466444c82f8712a2a765975695795fd7|master|openstack/neutron|1423697206|11-FEB-15|1424234677|18-FEB-15|537471|1
I6c359f3095b3d58c4cc00f1c6c7cfbe3fa9c9f13|master|openstack/cinder|1459549513|01-APR-16||||
I6c36dce21a4f8be4e52e8cdfa3b1ae2b9c48fe48|master|openstack/nova|1437669880|23-JUL-15|1437728188|24-JUL-15|58308|-1
I6c3c2f205d3383d79cfe22876d61d4c57621ae9e|master|openstack/nova|1466785213|24-JUN-16||||
I6c3f3325b4337e55aed2316dade8025425c4e919|master|openstack/neutron|1421424964|16-JAN-15|1421854879|21-JAN-15|429915|1
I6c46867568811d24964daa7468acf704f69b01b6|master|openstack/neutron|1446556179|03-NOV-15|1446672151|04-NOV-15|115972|1
I6c48681aa49c17bbadffa12bad1eea272c483437|feature/pecan|openstack/neutron|1437599079|22-JUL-15||||
I6c48681aa49c17bbadffa12bad1eea272c483437|master|openstack/neutron|1437214519|18-JUL-15|1437537428|22-JUL-15|322909|1
I6c4af82f617c0c4de1f4f95984c4f39ed0c6202f|master|openstack/neutron|1476802012|18-OCT-16||||
I6c4c51e8b5d8d5a347e9ccbef40ba04286850a41|master|openstack/neutron|1464529697|29-MAY-16|1464599926|30-MAY-16|70229|1
I6c4ed28faf0bccf169faec295b410e764f70db5c|master|openstack/nova|1438711700|04-AUG-15|1438960623|07-AUG-15|248923|1
I6c500513d9ec95cc03235d3848e93a169a11b29c|master|openstack/nova|1424919683|26-FEB-15|1425530730|05-MAR-15|611047|1
I6c50f16dad72f9f8f2e8c8781382a16555b053cd|feature/crypto|openstack/swift|1452627610|12-JAN-16||||
I6c5545d4a0db8e9ccf53da27b0ea4c45b960330a|master|openstack/keystone|1435914714|03-JUL-15|1436079799|05-JUL-15|165085|1
I6c599bdccb1fc6a626d222541cef8dcfde0713da|master|openstack/neutron|1432606172|26-MAY-15||||
I6c5f052dc4dce85c34f77c2c04173d8b51f5c83f|master|openstack/nova|1463042353|12-MAY-16||||
I6c64cbca759192895267710662ae7b87382777e9|master|openstack/glance|1469114706|21-JUL-16||||
I6c6503d4b8b0677cb31fa54185b1aacda68f7b53|master|openstack/neutron|1440580989|26-AUG-15|1440613654|26-AUG-15|32665|1
I6c653cf580e844f121a6566c4f2cbe320531f4e4|master|openstack/nova|1426597650|17-MAR-15|1452089017|06-JAN-16|25491367|1
I6c671825062595444ab3331d648030546f8e791a|master|openstack/nova|1463982675|23-MAY-16|1465257068|06-JUN-16|1274393|1
I6c675fb6c2f40e83499a41ecdccec58d99501433|master|openstack/nova|1426273734|13-MAR-15|1427714961|30-MAR-15|1441227|1
I6c679650d411a43047a06bdc4eb29863a86a37f1|master|openstack/glance|1447425710|13-NOV-15|1447992425|20-NOV-15|566715|1
I6c6a3a8cf9899d8385ccf7e18fbc4702fd9b01fe|master|openstack/nova|1439204591|10-AUG-15||||
I6c6d1cefece030ec691f93f897bcc85913bb71b6|master|openstack/glance|1425320574|02-MAR-15|1435881816|03-JUL-15|10561242|-1
I6c71cd9a1489e4692cdfce252beda16b6e1c670a|master|openstack/glance|1464799892|01-JUN-16|1464823317|01-JUN-16|23425|1
I6c79a192d6604cef01e88d5b305fcc2b0f9c6b30|master|openstack/neutron|1434158944|13-JUN-15|1434334677|15-JUN-15|175733|1
I6c7b091b175f0564e215ec53134b319b874309a0|master|openstack/cinder|1444733984|13-OCT-15|1445005662|16-OCT-15|271678|1
I6c7e4ccbaad72c7b17b06cf212834b1fe353f6a8|master|openstack/cinder|1459792904|04-APR-16||||
I6c8215fa82a58480c2d41395ae09070ab1403f9a|master|openstack/keystone|1444730128|13-OCT-15|1444743519|13-OCT-15|13391|1
I6c859cf52f26c542ec63680bfd8c1c94229ff87f|master|openstack/keystone|1444973231|16-OCT-15||||
I6c85b7b7794abbc2ba668f2fd0863f39e8dc38cd|master|openstack/swift|1459491336|01-APR-16||||
I6c8b872087d17da2c3de43186d1916fc368dd786|master|openstack/neutron|1410214337|08-SEP-14|1410443317|11-SEP-14|228980|1
I6c95cce022c87cae1c39e7ff3345edb91c68d7d3|master|openstack/keystone|1437640490|23-JUL-15|1437706465|24-JUL-15|65975|-1
I6c95cce56f36dd0c97f727c337ef6af04bc13a40|master|openstack/neutron|1460655469|14-APR-16|1464947722|03-JUN-16|4292253|1
I6c9ddd61dcda1670babfda4b6f546c7368a86b19|master|openstack/keystone|1444399064|09-OCT-15|1452818019|15-JAN-16|8418955|1
I6ca5ff175523f50e21530711ceba18671a4c6732|master|openstack/cinder|1456900156|02-MAR-16||||
I6ca7ba4a407ab7d8171fc7d5d6fcb60a29de8f6b|master|openstack/cinder|1441719724|08-SEP-15|1443706804|01-OCT-15|1987080|1
I6cab110599019471b4005f1584fc26fa2a85d02e|master|openstack/swift|1426895003|20-MAR-15|1427090340|23-MAR-15|195337|1
I6cadb1431b856166411e0c58cbe32ab470cb0e6c|master|openstack/nova|1439196002|10-AUG-15|1442316288|15-SEP-15|3120286|-1
I6cafd45d0f2584c0cc2aba427546c153ca53a101|master|openstack/cinder|1461241816|21-APR-16|1473193089|06-SEP-16|11951273|1
I6cb2389d98492459661e4dd5d015ed87f5a784a3|master|openstack/cinder|1475444621|02-OCT-16||||
I6cb8309e254ec9b4d7bae814b15d0f4c064a4fc6|master|openstack/keystone|1472461424|29-AUG-16|1472479808|29-AUG-16|18384|1
I6cb9feb77cf563d7aa7c3d4d2ce7e4a3e939a0bc|master|openstack/nova|1422982467|03-FEB-15|1423859863|13-FEB-15|877396|1
I6cbe4f29f98b2585bb039a1e5774341a7c095aed|master|openstack/neutron|1436445701|09-JUL-15||||
I6cbe63c279bc9d265a420b358a8e9ed0c355f914|master|openstack/neutron|1436841935|14-JUL-15|1437171192|17-JUL-15|329257|1
I6cbf5d719f33072a5a871c250760512a439a7daf|master|openstack/nova|1423586798|10-FEB-15|1424453127|20-FEB-15|866329|1
I6cc0e2b43b82dc3b16a581b1f8ec75b35995934e|master|openstack/nova|1464697531|31-MAY-16|1469533936|26-JUL-16|4836405|1
I6cc2123f58ca41c2bd5b23312f167867d8b0bf9d|master|openstack/cinder|1473071181|05-SEP-16|1473087233|05-SEP-16|16052|1
I6cc313599f0ee12f7d51d073a22321221fca263f|master|openstack/neutron|1452288804|08-JAN-16|1453483900|22-JAN-16|1195096|1
I6cc418f22ab4b407f341737acb1bbf435bc9e116|master|openstack/neutron|1474750099|24-SEP-16|1476294251|12-OCT-16|1544152|1
I6cc46b3347a426fd27c705abf727801ed47314e4|master|openstack/nova|1464973004|03-JUN-16||||
I6cc7b303f8d46da94430944bf29e4dbf53211c46|master|openstack/nova|1423488517|09-FEB-15|1424064710|16-FEB-15|576193|1
I6cc9625a2d96d1330b06eb727cc7fa5363c697b8|master|openstack/neutron|1433939852|10-JUN-15|1434724503|19-JUN-15|784651|1
I6cc9c7a0e306dbbad61c77caa07df00fb3fa7a97|master|openstack/keystone|1472486181|29-AUG-16|1472498455|29-AUG-16|12274|1
I6cca25708cab7c34163511590665ff2b5e3e8ea6|master|openstack/nova|1472850409|02-SEP-16|1473329160|08-SEP-16|478751|1
I6cca7e40ce36a8a24dc73f92b22487998da6a1ae|master|openstack/keystone|1473262558|07-SEP-16|1473339418|08-SEP-16|76860|1
I6ccbc096ecd1d0723204c2caca4684ec63baafbd|master|openstack/cinder|1464767293|01-JUN-16|1466968016|26-JUN-16|2200723|1
I6cd461b3ba24a042fd188d6398212ded582eb365|master|openstack/keystone|1449246489|04-DEC-15|1449519526|07-DEC-15|273037|1
I6cd816dbeddab15d4289f6ae44d6a31c15397cbb|master|openstack/neutron|1447338719|12-NOV-15|1473812918|14-SEP-16|26474199|-1
I6cdb338b4f4dc7694e9ff2e1fec2c51c6413ce74|master|openstack/nova|1417918784|07-DEC-14||||
I6cdba5cc98a9f1595ef89244c47e9f63805451e7|master|openstack/nova|1436885477|14-JUL-15|1456355386|24-FEB-16|19469909|1
I6cdd156d6602befc3200b8a856c860f51226d4f3|stable/kilo|openstack/glance|1461970435|29-APR-16|1462355424|04-MAY-16|384989|-1
I6cdfcff65a6a5234d4e5704b6b7c9daf14cff917|stable/juno|openstack/nova|1421279041|14-JAN-15|1421317779|15-JAN-15|38738|1
I6ce000a7aa8e4b9e61a35a86d3dc8c0b7beaa3a9|master|openstack/neutron|1425031457|27-FEB-15|1436809968|13-JUL-15|11778511|1
I6ce0b6ce9acedc612d832f0a334358b19f7fceae|master|openstack/nova|1426264770|13-MAR-15|1426611584|17-MAR-15|346814|1
I6ce172626e3db1d83ca0944c697caae04ac50fcf|master|openstack/nova|1470068430|01-AUG-16||||
I6ce2e43cc0c4c0e1cac8c9e2e107f55675c898dc|master|openstack/nova|1446809160|06-NOV-15||||
I6ce42c59a31684d39ec787aa35f39a7fb3fef796|master|openstack/nova|1474375675|20-SEP-16|1474457055|21-SEP-16|81380|1
I6ce60dad222e1e244f0d4fac9680e73de2a9b2e9|master|openstack/neutron|1436295839|07-JUL-15|1436398924|08-JUL-15|103085|1
I6cea6652e370b964fe3b234608fc2a72a3d0c82a|master|openstack/neutron|1469111784|21-JUL-16||||
I6cecfb2e545e3e84d51d8c0236e58be5cb12a1ad|master|openstack/cinder|1456874565|01-MAR-16|1456954213|02-MAR-16|79648|1
I6cee010622d310477867b94b754aa2260b43b879|stable/juno|openstack/neutron|1440536700|25-AUG-15|1441197939|02-SEP-15|661239|1
I6cefe55c4632f424f610f826a5bb62edc29d9127|master|openstack/cinder|1472733392|01-SEP-16|1473180201|06-SEP-16|446809|1
I6cf2394a27f8bb29a18c99effe2dc2251c138d59|feature/qos|openstack/neutron|1437052617|16-JUL-15|1437286612|19-JUL-15|233995|1
I6cf2617acd3932c60618821b6fb453c7a16e20cc|master|openstack/neutron|1470078951|01-AUG-16|1470852616|10-AUG-16|773665|1
I6cf8ea3a15af22e9838fee9d28d18d57244c2084|master|openstack/cinder|1426555823|17-MAR-15|1426778639|19-MAR-15|222816|1
I6d00902eb461c22aafd9cb5ca706b05bedefd37d|master|openstack/keystone|1432821060|28-MAY-15|1432938281|29-MAY-15|117221|1
I6d00902eb461c22aafd9cb5ca706b05bedefd37d|stable/kilo|openstack/keystone|1439480793|13-AUG-15|1439913636|18-AUG-15|432843|1
I6d02df85c7a2c307ad11442d0afdd50c64210af4|master|openstack/neutron|1424213667|17-FEB-15|1424894577|25-FEB-15|680910|1
I6d06d43cb2e78501cd69fcb3940694d04d936fa8|master|openstack/neutron|1421452441|16-JAN-15|1421456704|17-JAN-15|4263|1
I6d07bb9e5b138f658476307ad1ed42a431c8863d|master|openstack/nova|1423251006|06-FEB-15||||
I6d09b81571ce7b5c07d155cb4a70079fe35ed945|master|openstack/cinder|1457991621|14-MAR-16|1458058757|15-MAR-16|67136|1
I6d0a474a005794990fb6ac5dba729929977c8343|master|openstack/nova|1463699813|19-MAY-16|1464393782|28-MAY-16|693969|1
I6d0c208f0ed8e65cdb750789321a7ad6ca1b77c2|master|openstack/neutron|1440797537|28-AUG-15|1441827278|09-SEP-15|1029741|1
I6d1b43d8c5c8d6f8b80730a16eedac5e59cbed44|master|openstack/neutron|1467067093|27-JUN-16|1475858784|07-OCT-16|8791691|1
I6d22fe95b67acddcece283e6dca6fe980904bfed|master|openstack/cinder|1439579111|14-AUG-15|1439579975|14-AUG-15|864|1
I6d2bca0cf0120edabfcc185c575ca399baa4d42c|master|openstack/neutron|1464087743|24-MAY-16|1464101564|24-MAY-16|13821|1
I6d2ce5e638d713eb12e5cde2e91e17df1c7263e2|master|openstack/nova|1468565628|15-JUL-16||||
I6d2da9d17de344b4ca95ed113c01aef7e5eefbee|stable/mitaka|openstack/neutron|1466490383|21-JUN-16|1467046369|27-JUN-16|555986|1
I6d2dfcf2dfb0ccf35d836ec6aa9eb46d5d5d2f19|master|openstack/neutron|1435586958|29-JUN-15||||
I6d323cb26779e457fb5940093a81b349b333a0af|master|openstack/swift|1459953814|06-APR-16|1460161883|09-APR-16|208069|1
I6d334afae08d72e3f589d10e04ceb75426894d92|master|openstack/keystone|1428076291|03-APR-15||||
I6d3526ac892532a7b15e994391b1e86a619aa9c3|master|openstack/nova|1433429603|04-JUN-15|1439328411|11-AUG-15|5898808|1
I6d3745dc17cd8534bd90c4d76448434bdc26ae83|master|openstack/nova|1457543778|09-MAR-16|1457610163|10-MAR-16|66385|1
I6d40044c510632a0f61b817a9af2f6c13a721d39|master|openstack/swift|1423686306|11-FEB-15|1423788873|13-FEB-15|102567|1
I6d41ab37a6e473290916237551fe614790c3fe2b|master|openstack/cinder|1469726925|28-JUL-16||||
I6d422e0e6d29492a1c449039c04f6d38afa94d5c|master|openstack/nova|1466042055|16-JUN-16|1468249937|11-JUL-16|2207882|1
I6d446088faf500ed39a4504794d09d0f86e2bbc3|master|openstack/nova|1453324119|20-JAN-16|1464780193|01-JUN-16|11456074|1
I6d472f4d9458ce311199ded89dc2a81759d1efa5|master|openstack/neutron|1446080699|29-OCT-15|1446095586|29-OCT-15|14887|1
I6d48eeb427da9348f8245d8f4477a592c6388cfe|master|openstack/cinder|1456602321|27-FEB-16||||
I6d4b6e4b34f4ac54fb1ee3e0bdcd4580b7884c49|master|openstack/nova|1465605609|11-JUN-16||||
I6d4ccef9a2c59a6a082b4ce4eed03ae959eb0983|master|openstack/nova|1426264770|13-MAR-15|1426611656|17-MAR-15|346886|1
I6d4d7ba63997d4cb6b866b30a04a8cddd78d6dcb|feature/qos|openstack/neutron|1437558923|22-JUL-15||||
I6d4da4be0f9f5a65f325017977e8869555113618|master|openstack/swift|1447164259|10-NOV-15||||
I6d52ce69d414495d2971fa5de82eb1183411c3d4|master|openstack/nova|1433314304|03-JUN-15||||
I6d558ce09de21a7218872403ce7b30ae8912cecd|master|openstack/nova|1456749124|29-FEB-16||||
I6d566416d021a95ddd1f212341104cef7aea2dda|master|openstack/cinder|1424472490|20-FEB-15|1424930540|26-FEB-15|458050|1
I6d57f9a50956a25935b64f3094f6ca78fa8dd979|master|openstack/nova|1441639549|07-SEP-15||||
I6d59048d762a44a13ba8db1d6ff7e54adab730e6|master|openstack/nova|1473178613|06-SEP-16||||
I6d593b97517460395ef31a84a986a73a36b82078|master|openstack/keystone|1433514846|05-JUN-15|1433517807|05-JUN-15|2961|1
I6d59ca723a2a1e0cf5ff681dade9389d23aa37ce|master|openstack/cinder|1422482352|28-JAN-15||||
I6d5af85d23fc2f3a6f349befd87eabd14e0cb53b|master|openstack/cinder|1463089317|12-MAY-16||||
I6d5b0b717dcff964a514c83b0cd60b044411f0db|master|openstack/neutron|1449278446|05-DEC-15|1450516146|19-DEC-15|1237700|1
I6d5b0b717dcff964a514c83b0cd60b044411f0db|stable/liberty|openstack/neutron|1465384829|08-JUN-16|1465441199|09-JUN-16|56370|1
I6d5ba6b96772e0f17fc7484312222110ec103bbf|master|openstack/nova|1418834660|17-DEC-14|1427471775|27-MAR-15|8637115|1
I6d5c7048a5636e2cef15a6dab0d568c89e713a87|master|openstack/nova|1468265172|11-JUL-16|1468311517|12-JUL-16|46345|1
I6d5c80b7610d593fdd331c726039f1456d2c5bf7|master|openstack/neutron|1424907466|25-FEB-15|1425215704|01-MAR-15|308238|1
I6d5e2555d6c198102a3d5400609f1d671e0d388d|master|openstack/neutron|1452267348|08-JAN-16|1452517080|11-JAN-16|249732|1
I6d6363541e3fef6f66e808aab00507825205b209|master|openstack/neutron|1444075977|05-OCT-15|1444102653|06-OCT-15|26676|1
I6d63e77620b8dd9d6415424783b99a7e2e381a22|master|openstack/keystone|1443002623|23-SEP-15|1443425846|28-SEP-15|423223|1
I6d657e2ccb30c1865e15abf80410d7abb944731d|master|openstack/neutron|1455738749|17-FEB-16||||
I6d67a11f92752b0893e964b81045cee25832a858|master|openstack/nova|1462352378|04-MAY-16|1462789859|09-MAY-16|437481|1
I6d68e4066ca472107def197c5a5afccbb6886a0e|master|openstack/neutron|1433506342|05-JUN-15|1433526164|05-JUN-15|19822|1
I6d6ae4e6851dfa32e3745767d4f20c74da135cdc|master|openstack/keystone|1422837066|02-FEB-15|1441230131|02-SEP-15|18393065|1
I6d6e649925a41d89fd74ca5e64290737c9baed9a|master|openstack/neutron|1435901495|03-JUL-15|1436275240|07-JUL-15|373745|1
I6d6e649925a41d89fd74ca5e64290737c9baed9a|stable/kilo|openstack/neutron|1459328405|30-MAR-16|1459467600|31-MAR-16|139195|1
I6d6f44736e4187dd2a500c7c0b6715e52296a9b3|master|openstack/keystone|1460129502|08-APR-16|1465626769|11-JUN-16|5497267|1
I6d6fdab982ede3676289e587071520c798f4ce0f|master|openstack/cinder|1424468727|20-FEB-15|1425283662|02-MAR-15|814935|1
I6d6ffd797d6015cebac3b21fc073b2297e5f67f2|master|openstack/nova|1427178137|24-MAR-15|1427396180|26-MAR-15|218043|1
I6d763e7f5af86a103da2da3644f3c1303f443e1f|master|openstack/keystone|1468532476|14-JUL-16|1468639924|16-JUL-16|107448|1
I6d7aca0ef23df6932544f5dcf6eb1fac0af012ae|master|openstack/keystone|1425078769|27-FEB-15|1425342253|03-MAR-15|263484|1
I6d7da313feded383022f7b1b3090e7f767e98617|master|openstack/cinder|1453394409|21-JAN-16||||
I6d806456aeb7d0ecf297c04dacbd271b94a0425c|master|openstack/swift|1454099984|29-JAN-16|1454402544|02-FEB-16|302560|1
I6d80f8b1aed34dfc5e84fee99212af82f3c19656|master|openstack/neutron|1458859105|24-MAR-16||||
I6d82938f354a34b9e3fa13e3d0a167f21985c723|master|openstack/neutron|1423583272|10-FEB-15||||
I6d86b205fe29045fc6b68cf6cbc38f7aa6354b3f|master|openstack/neutron|1453307597|20-JAN-16|1458041199|15-MAR-16|4733602|1
I6d894e3b61002ddf7c0ea8a78cde226617eb11a6|master|openstack/swift|1470131777|02-AUG-16|1470761893|09-AUG-16|630116|1
I6d8a6c6ef264740a065c8d24440fa95b5b5e1b3e|master|openstack/keystone|1464903800|02-JUN-16|1464906547|02-JUN-16|2747|1
I6d8b3043516ab8ae11411632517d9d4a7b42fb98|master|openstack/neutron|1462801168|09-MAY-16||||
I6d8b48dc1083acde89749f17b922a2287721304a|master|openstack/neutron|1460729716|15-APR-16||||
I6d8b75dd085003d36728880f93cf6db86e6cf1a5|master|openstack/nova|1455035327|09-FEB-16|1456135010|22-FEB-16|1099683|1
I6d8f8542e517cd1e7d2ed1c2bbf7bcf16505127c|master|openstack/nova|1454516752|03-FEB-16||||
I6d9150d81c8204bee8f775021a854928671bdd02|master|openstack/nova|1439497947|13-AUG-15|1443816944|02-OCT-15|4318997|1
I6d91ddd2a191138b19e756b0511a182b9c4a4441|master|openstack/nova|1448270968|23-NOV-15|1448368996|24-NOV-15|98028|-1
I6d930ea1fc62433377959257f0a0e5e3da11d97c|master|openstack/glance|1464018677|23-MAY-16|1464369447|27-MAY-16|350770|1
I6d9346ced38f522c516778cadae217d1d5c9cff1|master|openstack/nova|1449540421|08-DEC-15|1449621332|09-DEC-15|80911|1
I6d93e091c8da8b55e0df7a2df0801b7a2053f86a|master|openstack/nova|1418846430|17-DEC-14|1421155989|13-JAN-15|2309559|1
