ID|BRANCH|PROJECT|CREATEDON|P_CREATEDON|R_GRANTEDON|P_R_GRANTEDON|TIMEINSECOND|POSITIVITY
I1c1bf544af4463b0302b62c8cce492932504bb01|master|openstack/neutron|1465391361|08-JUN-16|1465531540|10-JUN-16|140179|1
I1c1c3f6cd4c29fd8e057f24c1d748d73af13627d|master|openstack/keystone|1453494421|22-JAN-16|1453533365|23-JAN-16|38944|1
I1c1c3f6cd4c29fd8e057f24c1d748d73af13627d|stable/liberty|openstack/keystone|1454083954|29-JAN-16|1454313217|01-FEB-16|229263|1
I1c1caed0fdda6b801375a07f9252a9127058a07e|master|openstack/neutron|1426124538|12-MAR-15|1426573785|17-MAR-15|449247|1
I1c1ea488886ee3f4790eaa53911ea5845f327334|master|openstack/neutron|1457569611|10-MAR-16|1457633039|10-MAR-16|63428|1
I1c1fd593235fda1cdd053980f50eff21ca9011b6|feature/qos|openstack/neutron|1437740768|24-JUL-15|1437838916|25-JUL-15|98148|1
I1c211545fe6c1d5c4f13f3550b7a07f461c2b1ad|master|openstack/neutron|1440756983|28-AUG-15||||
I1c23b042dfdc6b9e77cba3c1ddf31adbfa892877|master|openstack/nova|1455284752|12-FEB-16|1458676455|22-MAR-16|3391703|1
I1c26a1285c027ee51621c7b3b04c95daa5b835ca|master|openstack/nova|1422355288|27-JAN-15|1432924731|29-MAY-15|10569443|1
I1c26c85520258b751fa98eee326bc2acd2a16860|master|openstack/neutron|1472737707|01-SEP-16|1472765504|01-SEP-16|27797|1
I1c2aaedfc83e4e97f53c9c504e4585b1f0510d4b|master|openstack/nova|1456437731|25-FEB-16|1456840840|01-MAR-16|403109|1
I1c2b1186e37e31eaf556f81db686cc362768a5ae|master|openstack/keystone|1424206022|17-FEB-15|1424916589|26-FEB-15|710567|1
I1c2c877b5cc421e05d97c7f528546a6a2c14aa46|master|openstack/neutron|1470771743|09-AUG-16|1471023724|12-AUG-16|251981|1
I1c2ca0d24c195ebaba442bbb7091dcecc0a7e781|master|openstack/nova|1470738780|09-AUG-16|1471517160|18-AUG-16|778380|1
I1c2ca0d24c195ebaba442bbb7091dcecc0a7e781|stable/mitaka|openstack/nova|1471571140|19-AUG-16|1473338599|08-SEP-16|1767459|1
I1c2e758341825d031a473d837e9a2e707e5ce5f3|master|openstack/neutron|1453212108|19-JAN-16|1453225564|19-JAN-16|13456|1
I1c2e7770d94b5ea7cec64446332ac47c535b3b2a|master|openstack/nova|1438870016|06-AUG-15|1441917432|10-SEP-15|3047416|1
I1c2eb51d10ba6370492a911f59370b9870646a38|master|openstack/nova|1457112710|04-MAR-16|1457358917|07-MAR-16|246207|1
I1c2fa31ba888408e5def925c3c6e4f0f3f5088fe|master|openstack/neutron|1449005716|01-DEC-15||||
I1c30d5100b01a3e8cbce5185b5adeb8b5ce48aa0|master|openstack/nova|1424373843|19-FEB-15|1424825227|25-FEB-15|451384|1
I1c30d5100b01a3e8cbce5185b5adeb8b5ce48aa0|stable/juno|openstack/nova|1425332129|02-MAR-15|1429012840|14-APR-15|3680711|1
I1c37f63b5951ff3f93041adf199595a2fc8c19f5|master|openstack/nova|1455639575|16-FEB-16||||
I1c3a7f32ba95e178b96143cda2e3777693347fbe|master|openstack/nova|1447195813|10-NOV-15||||
I1c3ada221eacd9cdec8a910ac160d69a8e25a83c|master|openstack/neutron|1452079348|06-JAN-16|1452559538|12-JAN-16|480190|-1
I1c3b2c0d068a074d06143ceabca4ea7def460418|master|openstack/neutron|1474606905|23-SEP-16|1474657848|23-SEP-16|50943|1
I1c3e47a4f3780de54d7a5920f463e26cc8b7bcc2|master|openstack/cinder|1432049017|19-MAY-15|1435267223|25-JUN-15|3218206|1
I1c44ae737ad39bc58dd3ebfd554176d6400fd9fd|master|openstack/nova|1476350649|13-OCT-16||||
I1c45c29617d692cc05b44f7f2c4ec1e5252be303|master|openstack/neutron|1414526462|28-OCT-14|1420039311|31-DEC-14|5512849|1
I1c4ca6f677845f6e2e8d88f3629c0e91ca73b5d0|master|openstack/neutron|1422050879|23-JAN-15|1422505649|29-JAN-15|454770|1
I1c4e59e253b1816ccfb4d5bf1d2aa40b49221b4f|master|openstack/keystone|1398715283|28-APR-14|1422992838|03-FEB-15|24277555|1
I1c584589c765e8c44e8b079bed1f4c3157ab0c78|master|openstack/neutron|1428419215|07-APR-15||||
I1c59073daa181005a3e878bc2fe033a0709fbf31|master|openstack/neutron|1448497019|26-NOV-15|1456507553|26-FEB-16|8010534|1
I1c5cb7834c2cf3295e10bad7fd07cfacb8e4ac50|master|openstack/glance|1462720557|08-MAY-16|1472576059|30-AUG-16|9855502|1
I1c60ca84c4e5cc3089d0918549b72e5da64686e3|master|openstack/nova|1451401652|29-DEC-15||||
I1c621c3d33403b197e0b8e99493ef9817d35d8b9|master|openstack/cinder|1466146768|17-JUN-16|1472494817|29-AUG-16|6348049|1
I1c66b8894cba8328d19cf99491a8ad18ded71078|master|openstack/swift|1472192116|26-AUG-16|1472649283|31-AUG-16|457167|1
I1c66d60ab2ea402dd944587b3d8b6d7c293c4d85|master|openstack/cinder|1441285853|03-SEP-15|1441321166|03-SEP-15|35313|1
I1c6dc4e7d479f1b7c755597caded24a0f018c712|master|openstack/neutron|1437504040|21-JUL-15|1448669143|28-NOV-15|11165103|1
I1c6e2df82949df52b566188d2df0f535605331e2|master|openstack/neutron|1459951834|06-APR-16||||
I1c6eef299bd0abe77f715e7788dc22c92edde14c|master|openstack/nova|1445459133|21-OCT-15|1449526778|07-DEC-15|4067645|1
I1c6f6410cbf79d4999a8ff3dddd6c88b2c222a43|master|openstack/neutron|1463381229|16-MAY-16||||
I1c6f922bd31937521815758bd0794fe4a28a0ed9|master|openstack/nova|1471369719|16-AUG-16||||
I1c722df316ac84f4d9193ab8d34df8b8ea31f15c|feature/crypto|openstack/swift|1442952746|22-SEP-15|1442995044|23-SEP-15|42298|1
I1c72d924df3afac69d596e529570dc725faa8968|master|openstack/nova|1448361458|24-NOV-15|1451428989|29-DEC-15|3067531|1
I1c74be0b15f904e6348592944657fa78175afe7a|master|openstack/nova|1424724716|23-FEB-15||||
I1c7917ae0ad3775659a70825e0edb1cf04f69d6f|master|openstack/nova|1438614362|03-AUG-15||||
I1c7ad84196acb045406bbd974fe2e846d135b87d|master|openstack/nova|1448637676|27-NOV-15|1448966522|01-DEC-15|328846|1
I1c7de6ac5ec80fb35e849c78027539f53af4302b|master|openstack/keystone|1458247878|17-MAR-16|1458305544|18-MAR-16|57666|1
I1c7feaa1e6bac6ca9f30350484245e18dbc1f8ca|master|openstack/nova|1460982488|18-APR-16|1467639878|04-JUL-16|6657390|1
I1c80a01f475760b9cd405fc89ee2df3a4a1c26c4|master|openstack/neutron|1461310843|22-APR-16|1462498436|06-MAY-16|1187593|1
I1c80a01f475760b9cd405fc89ee2df3a4a1c26c4|stable/liberty|openstack/neutron|1463008151|11-MAY-16|1464023922|23-MAY-16|1015771|1
I1c80a01f475760b9cd405fc89ee2df3a4a1c26c4|stable/mitaka|openstack/neutron|1462498192|06-MAY-16|1463178824|13-MAY-16|680632|1
I1c835bd02b5d7348c58fd96ccb9cf614ceebaa75|master|openstack/nova|1453923441|27-JAN-16||||
I1c84edac57eb101bcffba790536fbb195185ff31|master|openstack/nova|1424722963|23-FEB-15|1424842453|25-FEB-15|119490|1
I1c880d40b5af673830b67a87a1cbf780b3a5fb42|master|openstack/glance|1451481472|30-DEC-15|1451488477|30-DEC-15|7005|-1
I1c890bf5a6564a69e36b8289a5d8dc0deee2a429|master|openstack/neutron|1472820238|02-SEP-16|1473349153|08-SEP-16|528915|1
I1c891b50a3e775031a5419f21a139a4decae0eba|master|openstack/nova|1468230098|11-JUL-16||||
I1c89da0831b77b73f55d8681fd7d946535cc89b5|master|openstack/nova|1427806715|31-MAR-15|1439923090|18-AUG-15|12116375|1
I1c8a14e6bea1b6f47d10777c56c5af42b63e2dae|master|openstack/cinder|1433189259|01-JUN-15|1433968403|10-JUN-15|779144|1
I1c8a7a61727e893861b06632670d45426eba9828|master|openstack/cinder|1433377662|04-JUN-15||||
I1c8ea8ea6b31ebceee44ef506f38ded548788d8b|master|openstack/nova|1438595765|03-AUG-15||||
I1c8f928fc9e75dce806e7262a0efa4e8077cdd01|master|openstack/neutron|1456509795|26-FEB-16|1456602129|27-FEB-16|92334|1
I1c91393304d65a0695311416ecc5b64fd549b192|master|openstack/neutron|1442242787|14-SEP-15|1442313844|15-SEP-15|71057|1
I1c91393304d65a0695311416ecc5b64fd549b192|stable/kilo|openstack/neutron|1444148736|06-OCT-15|1444238093|07-OCT-15|89357|1
I1c9501316c931293aa8ba755a98779a7da27578d|master|openstack/neutron|1438786417|05-AUG-15|1439315436|11-AUG-15|529019|1
I1c9cb410a175249467c4934d6820f55a63aaed6a|master|openstack/nova|1474623873|23-SEP-16|1474637685|23-SEP-16|13812|1
I1ca43616d41169ceb1f8fde460f7ec4a616c5d56|master|openstack/cinder|1443002049|23-SEP-15|1443022192|23-SEP-15|20143|1
I1ca45a84decacc0669754aa8200fe1cc046425d5|master|openstack/nova|1464282187|26-MAY-16|1464304805|26-MAY-16|22618|1
I1ca4c3e93bd9b7a48b14cca71d55ff1b9955df31|master|openstack/neutron|1426162862|12-MAR-15|1426163279|12-MAR-15|417|-1
I1ca88d8e083d95c2bdb86ae79a4d66e04f521ddb|master|openstack/cinder|1444318340|08-OCT-15|1444330286|08-OCT-15|11946|1
I1ca95ec4fc11294a8b8d484f54503df14726c2e4|master|openstack/nova|1436856454|14-JUL-15|1440420446|24-AUG-15|3563992|1
I1cac9088e377b4cf8a44a5a25174ea68cbe900d4|master|openstack/cinder|1433532974|05-JUN-15|1436215278|06-JUL-15|2682304|1
I1cb2c23ff59ea8145811eebb2ab88ba8158661f6|master|openstack/nova|1423828811|13-FEB-15|1424884680|25-FEB-15|1055869|1
I1cb91b96ede732a76204287043b63a2a67f805f4|master|openstack/cinder|1445018549|16-OCT-15|1447345175|12-NOV-15|2326626|1
I1cbad8c7fd1660b9df110b7ee89399f412f89d8a|master|openstack/nova|1432898335|29-MAY-15|1462462635|05-MAY-16|29564300|1
I1cbd0ddb1ee4830222126d1f144101541ddc3d5c|master|openstack/nova|1414069266|23-OCT-14|1421666495|19-JAN-15|7597229|1
I1cbde0c622d5595664f8547284c2c765de2f4c70|master|openstack/neutron|1452831406|15-JAN-16|1453891622|27-JAN-16|1060216|1
I1cc03f41fa41e827ec5e39b28a49f6a9ad66b2a1|master|openstack/cinder|1422962368|03-FEB-15|1422987077|03-FEB-15|24709|1
I1cc5087e7073244b13eaf9e8044e79a0fbe4aa9d|master|openstack/nova|1460386826|11-APR-16|1460572869|13-APR-16|186043|1
I1cc85daecfb19f73092e52678fd19ff1a2912195|master|openstack/neutron|1464231456|26-MAY-16|1464840204|02-JUN-16|608748|1
I1cc8d4309a70a88918f22e71ba83ca630c93e89e|master|openstack/neutron|1446988419|08-NOV-15||||
I1ccc94b2bc042e65a7aec315e322cc65bee52c54|master|openstack/cinder|1467460825|02-JUL-16|1468359355|12-JUL-16|898530|1
I1cccb9bb0af013e7762e3246a81ebaf97abd3877|master|openstack/nova|1439478935|13-AUG-15|1440532626|25-AUG-15|1053691|-1
I1cccebe940d7ca4675288f89a25621ad3a355551|master|openstack/cinder|1430931044|06-MAY-15||||
I1ccfb4895e74ba3fc7c6ec0b6957f7bb614a98df|master|openstack/cinder|1441736227|08-SEP-15||||
I1cd07676523e5a87649f67fe02a2a58b8ac1c942|master|openstack/neutron|1460590595|13-APR-16||||
I1cd089de30d1b44d82d12e1e4947ad23d5c7c876|master|openstack/keystone|1422654011|30-JAN-15|1423233552|06-FEB-15|579541|1
I1cd296d6d02562e1eb7374df736b2649fe2692a2|master|openstack/cinder|1426722414|18-MAR-15|1436926090|15-JUL-15|10203676|1
I1cd6cac590392c6f813fd5679f9e0f254b735ee5|master|openstack/nova|1469542032|26-JUL-16||||
I1cd7921e1bffd1a29dbcf1778edb14839aaabc6d|master|openstack/keystone|1444844458|14-OCT-15||||
I1cd8249dfe17bce9cb301d13b761c11d2efd11d3|master|openstack/swift|1447446634|13-NOV-15|1448378992|24-NOV-15|932358|1
I1cd83eedbc25f9f2e09beeefe4a83aaf8a308b5b|master|openstack/cinder|1450788923|22-DEC-15||||
I1cd8c7c9f8d4c748384f9b72511b677176672791|master|openstack/keystone|1457055683|04-MAR-16|1461165844|20-APR-16|4110161|1
I1cd91b5e06bd17f9aac97bba71228f2e5c48879b|master|openstack/neutron|1454574912|04-FEB-16|1461075132|19-APR-16|6500220|1
I1cd9a97c4e8d87d7c065866e7ad3a9e748ff19ab|master|openstack/swift|1467409450|01-JUL-16|1468420648|13-JUL-16|1011198|1
I1cdb4edb0b572360295ec2229a952b281a6cd499|feature/hummingbird|openstack/swift|1465595772|10-JUN-16||||
I1cdef3ed745149a061dfdfff295da63423855d35|master|openstack/nova|1414437022|27-OCT-14||||
I1ce0c501d87f1282f5aa1c601f98417deef5a1a3|master|openstack/nova|1466870743|25-JUN-16||||
I1ce4435aaa15e3d0bb283916e6c55595a8277a58|master|openstack/nova|1446458171|02-NOV-15|1453304864|20-JAN-16|6846693|1
I1ce5007984938365208630ad901c7c508c57fcd4|stable/juno|openstack/keystone|1418843688|17-DEC-14|1422469803|28-JAN-15|3626115|1
I1ceb0eeccf83181c444b05f4ff49b10285c86031|master|openstack/keystone|1447312300|12-NOV-15||||
I1cebd007f921704fe077b6aae909800a361e8606|master|openstack/glance|1434679994|19-JUN-15|1434749189|19-JUN-15|69195|1
I1cec4c9071a03288cd1cf33b19c42c95785b4fb4|master|openstack/neutron|1446358352|01-NOV-15|1446362250|01-NOV-15|3898|1
I1cef944115c1911d4b7e60fb4dff389b1911ddbb|master|openstack/neutron|1441102325|01-SEP-15|1467739962|05-JUL-16|26637637|1
I1cf2c37b2004cdefd6cc1393f31eed8ebe688dd8|master|openstack/nova|1420641333|07-JAN-15|1422322652|27-JAN-15|1681319|1
I1cf31e4ba4acffe08e2c09cbfd5b50cf0ea7a6e0|master|openstack/cinder|1470191383|03-AUG-16||||
I1cfbca8f38f84cafa356fee9cd8f440ae5c0b852|master|openstack/nova|1433675332|07-JUN-15|1433793833|08-JUN-15|118501|1
I1cfda11f5424c9ca086b2d0a8428b7287bdc9dce|master|openstack/nova|1474872635|26-SEP-16||||
I1d043d0885824a6adf3d6011f0c04f7677700369|master|openstack/neutron|1467664414|04-JUL-16|1468882739|18-JUL-16|1218325|1
I1d06935c06661109a523c5b4547ff01f23235a89|master|openstack/keystone|1455834283|18-FEB-16|1455893015|19-FEB-16|58732|1
I1d06935c06661109a523c5b4547ff01f23235a89|stable/liberty|openstack/keystone|1460560452|13-APR-16||||
I1d0aa2a652c681512e5268567b994ce3459e8eac|master|openstack/keystone|1452630031|12-JAN-16|1452692513|13-JAN-16|62482|1
I1d10925b33ec7e70793e61db1cb99186f112ef3e|master|openstack/keystone|1426433923|15-MAR-15|1426674755|18-MAR-15|240832|1
I1d118f579e19c04ee535de0f615de8a919fc3f80|master|openstack/cinder|1423701140|12-FEB-15|1425581443|05-MAR-15|1880303|1
I1d1340fa6d31f89a0c166e66c7c84583dbfe5102|master|openstack/cinder|1448429048|25-NOV-15|1448660919|27-NOV-15|231871|1
I1d1340fa6d31f89a0c166e66c7c84583dbfe5102|stable/liberty|openstack/cinder|1449635655|09-DEC-15|1450051052|13-DEC-15|415397|1
I1d1752eca27f3ab0888b7db8871449dbb3a1eb72|master|openstack/nova|1430143917|27-APR-15||||
I1d1da2b8ebd48239fbe3c2d36cbd3a0929f38786|master|openstack/keystone|1471361076|16-AUG-16|1471361585|16-AUG-16|509|1
I1d1e0b0ee22d186a6557e9fee805b18ad6b78ad6|master|openstack/cinder|1458915900|25-MAR-16|1462818358|09-MAY-16|3902458|1
I1d1eb214026a963f7ebe5ccf60fa1ae31f54c579|master|openstack/glance|1459535036|01-APR-16|1459985634|06-APR-16|450598|1
I1d243aed78da7c026e55ea145397b070d619a567|master|openstack/nova|1433536271|05-JUN-15|1436021550|04-JUL-15|2485279|1
I1d276d93ad5e799401b48d2234e61c28a3aaf790|master|openstack/cinder|1421379806|16-JAN-15|1462680118|08-MAY-16|41300312|1
I1d2868eac456052a9ce05a7b8c838eff817d89a4|master|openstack/nova|1436907177|14-JUL-15|1436907322|14-JUL-15|145|1
I1d2c42b471030d61b6bb1be5d240253eb00767f6|master|openstack/keystone|1449241730|04-DEC-15|1449518800|07-DEC-15|277070|1
I1d2d2938aa7fa1c60e0f0dc70997778a1930efef|master|openstack/neutron|1420827531|09-JAN-15|1421268691|14-JAN-15|441160|1
I1d32c65f0c941cf8f163a441258faa34b50ff88f|master|openstack/neutron|1458829382|24-MAR-16|1458834923|24-MAR-16|5541|1
I1d37a0dadd4c9055ba545906535bb3e40e70a0f0|master|openstack/nova|1446742454|05-NOV-15|1447261052|11-NOV-15|518598|1
I1d37e2ea93dd364de8df0a790a4bdd617c50420c|master|openstack/keystone|1448613215|27-NOV-15|1449105561|03-DEC-15|492346|1
I1d38d49226bc80b86fa08037d39c24ac733a29d7|master|openstack/nova|1420815131|09-JAN-15||||
I1d3986ab38f3a2c696028e02bd6f602591a4ff0c|master|openstack/neutron|1443446496|28-SEP-15||||
I1d3b85095d12138fa75ee1e1909b0cf932ead174|master|openstack/keystone|1422565024|29-JAN-15|1425296660|02-MAR-15|2731636|1
I1d3cc40928d80b4397756846ab749b8bacf17fc9|master|openstack/nova|1455641511|16-FEB-16|1455893654|19-FEB-16|252143|1
I1d3fcf5a2ee5d98b4ea2f8a3d30faa4da489e5c8|master|openstack/nova|1462820338|09-MAY-16||||
I1d4130731c0c506ed4b55ae4ca4b7157a5e8ea60|master|openstack/neutron|1392624290|17-FEB-14||||
I1d48656f59e366410126b877838f76353ce9ce77|master|openstack/nova|1455850076|19-FEB-16|1456426052|25-FEB-16|575976|1
I1d4f60ccb0c4b62649b11bd58ce72ec8e7d386f7|master|openstack/nova|1453860811|27-JAN-16|1455905781|19-FEB-16|2044970|-1
I1d5077485aa86cd63fed3aa852f633d5c95e89ad|master|openstack/glance|1412869608|09-OCT-14|1426190273|12-MAR-15|13320665|1
I1d50b973aed4148857ac3d2bbee0d38e2e199783|master|openstack/neutron|1438253765|30-JUL-15|1448491948|25-NOV-15|10238183|1
I1d50b973aed4148857ac3d2bbee0d38e2e199783|stable/liberty|openstack/neutron|1448531543|26-NOV-15|1448904912|30-NOV-15|373369|1
I1d51a47614cdb8dd348c171e6fce644b3b4eec37|master|openstack/keystone|1455627713|16-FEB-16|1458238661|17-MAR-16|2610948|1
I1d5868a72741b80069656efc957cfb492889b36c|master|openstack/cinder|1447379804|13-NOV-15|1449111272|03-DEC-15|1731468|1
I1d59e51cf09d8ae3bc61aaa4b7d27ec2625ff45a|master|openstack/neutron|1473766507|13-SEP-16||||
I1d5a87a518fb67dd3ecba8d7a5d1b754c1a3a3bd|master|openstack/neutron|1434069674|12-JUN-15|1434120410|12-JUN-15|50736|-1
I1d5bee3152a3725c5c7303462c5c383900a1e3c7|master|openstack/nova|1466023726|15-JUN-16|1466685458|23-JUN-16|661732|1
I1d5fbf116a61763346c6f92fd8023dbbe9bb37cf|master|openstack/swift|1445005692|16-OCT-15|1449479589|07-DEC-15|4473897|1
I1d633810bd16f1bec7bbca57522e9ad3f7745ea2|master|openstack/neutron|1431009888|07-MAY-15|1471431283|17-AUG-16|40421395|1
I1d63415de0130794939998c3e142ebdce9ddf39d|master|openstack/keystone|1472862057|03-SEP-16|1473303135|08-SEP-16|441078|1
I1d6823cb22417a45a5d262580806c5c6d2acb77e|master|openstack/keystone|1434707718|19-JUN-15|1434888374|21-JUN-15|180656|1
I1d6dc28ba4752d3f9f1020851af2960859aae520|master|openstack/neutron|1472508324|29-AUG-16|1472634600|31-AUG-16|126276|1
I1d6dcbc4f5034a322a1073850fc3b059ebb1c0fa|master|openstack/swift|1452200191|07-JAN-16|1455878251|19-FEB-16|3678060|1
I1d6fb77251f8106670cb1674e0f99314a84134ad|master|openstack/cinder|1447704675|16-NOV-15|1447729657|17-NOV-15|24982|1
I1d70ce5bcbd38b2824d5588466adbfbaf7ced88a|stable/mitaka|openstack/nova|1461221806|21-APR-16|1461321520|22-APR-16|99714|1
I1d7d4b80ee77deefce18df22f76cab81750c0397|master|openstack/neutron|1466495879|21-JUN-16|1467143001|28-JUN-16|647122|1
I1d7eacc19feed34f3e9029d11865e788bb4d4a8c|master|openstack/glance|1438135445|29-JUL-15|1438854129|06-AUG-15|718684|1
I1d7f878348166e063158a6001d3316887da06e6a|master|openstack/nova|1459893228|05-APR-16||||
I1d81172f5f9a1372b352c097a1a78ff89f1865dc|master|openstack/keystone|1467196778|29-JUN-16||||
I1d834e0683b04111ef04c148cbd8d4acf2964065|master|openstack/neutron|1433426694|04-JUN-15|1433517629|05-JUN-15|90935|1
I1d865220e8225bf7a9a1b016eea1d364c70ed832|master|openstack/keystone|1427034383|22-MAR-15|1428715476|11-APR-15|1681093|1
I1d8664c63424763bb2fa4f82b4793f548345cc0e|master|openstack/keystone|1476090156|10-OCT-16|1476717908|17-OCT-16|627752|1
I1d895f14b202f3de3e3cff797ca728adcdf1a33e|master|openstack/cinder|1436981099|15-JUL-15||||
I1d8b030b9c8f81a232da5d6f93f442e46e331af2|master|openstack/swift|1467358587|01-JUL-16|1467381747|01-JUL-16|23160|1
I1d937d19ffbb9dd120115a3f3eb27aade878e446|master|openstack/cinder|1474979679|27-SEP-16|1475581642|04-OCT-16|601963|1
I1d99f5b1d3599301ca2324b9f96165e8a3316b98|master|openstack/neutron|1455137739|10-FEB-16|1455201491|11-FEB-16|63752|1
I1d9ba5fd1e8b390d6571133397d8ff79b35ae5a0|feature/ec|openstack/swift|1423683645|11-FEB-15||||
I1da227911d04de4d9baadb92db324ce8590060e7|master|openstack/keystone|1472050121|24-AUG-16|1472050433|24-AUG-16|312|1
I1da230ce3b1979a0a337fc50d105de5f78f995bc|master|openstack/cinder|1453959786|28-JAN-16|1456935408|02-MAR-16|2975622|1
I1da32d83e0decfa7240a85bbd45354d391bba021|master|openstack/nova|1417681363|04-DEC-14|1426278023|13-MAR-15|8596660|1
I1da32d83e0decfa7240a85bbd45354d391bba021|stable/icehouse|openstack/nova|1428669219|10-APR-15||||
I1da32d83e0decfa7240a85bbd45354d391bba021|stable/juno|openstack/nova|1426490700|16-MAR-15||||
I1da439c2e50ec66d759def19d3eda997797d00a5|master|openstack/cinder|1444174900|06-OCT-15|1444253036|07-OCT-15|78136|1
I1da7968317ab078d177dd2d2f23a385e313366eb|master|openstack/keystone|1456302762|24-FEB-16|1456329187|24-FEB-16|26425|1
I1da87f0e8f0a6b45d60be58af2d13c8a236469d3|master|openstack/nova|1461154574|20-APR-16|1461161096|20-APR-16|6522|1
I1dad14079d01f5441005be8fa0b3de8d3d06429c|master|openstack/neutron|1465572694|10-JUN-16|1465573243|10-JUN-16|549|1
I1daef7054b8c1e1d6725bfc2556c9d371e4ce85e|master|openstack/glance|1472064474|24-AUG-16|1472458579|29-AUG-16|394105|-1
I1db2ac498e1ebcebee7dc6dde404cc120782f705|master|openstack/nova|1433270685|02-JUN-15|1433793476|08-JUN-15|522791|1
I1db83048c569bcdd62538cce9df076fc355f7b26|master|openstack/nova|1423521345|09-FEB-15|1424884718|25-FEB-15|1363373|1
I1dba425d4790e23c8c0ec82472dfd43748d90dbc|master|openstack/keystone|1420573429|06-JAN-15||||
I1dc1fe6fce10fdda149d864a370751c730cafd27|master|openstack/cinder|1471944921|23-AUG-16|1472488346|29-AUG-16|543425|1
I1dc200ddd82ff31d1b8c0fef1683bbcf8c0fe4ab|master|openstack/nova|1450774039|22-DEC-15||||
I1dc21d937e7b1aae182125bbcd1592c4e7f4d8b7|master|openstack/nova|1426154652|12-MAR-15|1427487235|27-MAR-15|1332583|-1
I1dc5601027ac97158d409d799b314a0c49968ce5|master|openstack/nova|1451501692|30-DEC-15|1459276185|29-MAR-16|7774493|1
I1dc5601027ac97158d409d799b314a0c49968ce5|stable/mitaka|openstack/nova|1460717153|15-APR-16|1460727004|15-APR-16|9851|-1
I1dc56cbec42cc385a87886c63f4cf33b68397a29|master|openstack/nova|1463396242|16-MAY-16|1463660338|19-MAY-16|264096|1
I1dc666782929902a3a4f478baef2b729757b0dc5|master|openstack/keystone|1426888173|20-MAR-15|1427143678|23-MAR-15|255505|1
I1dc82a6472d51da4acdceb57a233e7ab3006f4b7|master|openstack/keystone|1414570127|29-OCT-14||||
I1dca829d68b11d479604a2ed6c0c5f7aac4a4195|master|openstack/neutron|1413447707|16-OCT-14||||
I1dcfb449e711856da219710cae5a2e55b54137de|stable/kilo|openstack/neutron|1449223120|04-DEC-15|1449388609|06-DEC-15|165489|1
I1dd25a346d13da80af4a1ca81f67563a8f9de94d|master|openstack/neutron|1470140619|02-AUG-16|1472046114|24-AUG-16|1905495|1
I1dd91402c38736accea0e9b73be66a9aaa72c4f3|master|openstack/nova|1428636174|10-APR-15|1433833611|09-JUN-15|5197437|1
I1ddad3e1f5efce2b6da4ec00b9294e08fe1e85dd|stable/juno|openstack/neutron|1419260851|22-DEC-14|1420571044|06-JAN-15|1310193|1
I1ddb715e72336378434b7ee5ffe617cbb94cd16b|master|openstack/cinder|1457731968|11-MAR-16|1457737846|11-MAR-16|5878|1
